20200301 000000,8523.61000000,8649.00000000,8511.11000000,8639.28000000
20200301 020000,8640.23000000,8675.00000000,8616.45000000,8620.36000000
20200301 040000,8620.17000000,8634.73000000,8538.00000000,8586.83000000
20200301 060000,8586.50000000,8588.01000000,8520.58000000,8541.16000000
20200301 080000,8541.15000000,8594.87000000,8518.00000000,8539.63000000
20200301 100000,8540.08000000,8650.00000000,8539.64000000,8648.37000000
20200301 120000,8647.42000000,8750.00000000,8535.24000000,8609.34000000
20200301 140000,8609.69000000,8629.31000000,8542.45000000,8557.80000000
20200301 160000,8557.80000000,8582.73000000,8454.57000000,8500.00000000
20200301 180000,8499.87000000,8571.86000000,8411.00000000,8542.20000000
20200301 200000,8541.22000000,8565.24000000,8470.00000000,8526.44000000
20200301 220000,8526.41000000,8591.82000000,8516.00000000,8531.88000000
20200302 000000,8530.30000000,8572.54000000,8498.00000000,8560.40000000
20200302 020000,8560.28000000,8651.90000000,8556.82000000,8601.99000000
20200302 040000,8601.99000000,8663.43000000,8596.36000000,8658.00000000
20200302 060000,8658.01000000,8699.50000000,8602.48000000,8625.39000000
20200302 080000,8625.39000000,8712.66000000,8619.63000000,8697.04000000
20200302 100000,8697.04000000,8776.98000000,8651.00000000,8758.35000000
20200302 120000,8758.39000000,8854.70000000,8718.95000000,8829.41000000
20200302 140000,8828.96000000,8885.00000000,8773.00000000,8829.21000000
20200302 160000,8829.21000000,8917.99000000,8818.66000000,8868.33000000
20200302 180000,8868.26000000,8890.00000000,8823.00000000,8883.12000000
20200302 200000,8882.88000000,8940.22000000,8850.00000000,8935.09000000
20200302 220000,8935.75000000,8965.75000000,8877.00000000,8915.24000000
20200303 000000,8911.18000000,8919.65000000,8813.82000000,8815.77000000
20200303 020000,8815.77000000,8887.55000000,8804.16000000,8866.60000000
20200303 040000,8865.90000000,8867.89000000,8812.00000000,8850.49000000
20200303 060000,8850.49000000,8853.72000000,8746.42000000,8756.08000000
20200303 080000,8755.64000000,8825.33000000,8735.37000000,8821.09000000
20200303 100000,8822.11000000,8866.96000000,8800.00000000,8858.22000000
20200303 120000,8858.45000000,8898.74000000,8760.83000000,8798.14000000
20200303 140000,8798.14000000,8884.86000000,8675.45000000,8753.01000000
20200303 160000,8753.01000000,8781.25000000,8651.00000000,8718.99000000
20200303 180000,8718.99000000,8728.00000000,8670.00000000,8713.97000000
20200303 200000,8714.11000000,8744.00000000,8683.24000000,8733.13000000
20200303 220000,8733.28000000,8790.00000000,8724.75000000,8760.07000000
20200304 000000,8760.07000000,8821.00000000,8728.00000000,8793.95000000
20200304 020000,8793.70000000,8835.01000000,8783.04000000,8790.18000000
20200304 040000,8788.99000000,8847.99000000,8783.00000000,8839.75000000
