20211115 000000,65519.11000000,66401.82000000,55600.00000000,58622.02000000,61913.34600000,56435.67200000,49608.90450000,62.29690087,5673.11958712,4359.29222798,61913.34600000,56435.67200000,49608.90450000,62.29690087,5673.11958712,4359.29222798
20211122 000000,58617.70000000,59444.00000000,53256.64000000,57274.88000000,61197.87800000,57438.98500000,50759.69900000,58.65089803,5334.51092662,4554.33596770,61197.87800000,57438.98500000,50759.69900000,58.65089803,5334.51092662,4554.33596770
20211129 000000,57274.89000000,59176.99000000,42000.30000000,49396.33000000,58817.18400000,58062.52800000,51640.58750000,50.58355202,4379.93877463,4519.45652909,58817.18400000,58062.52800000,51640.58750000,50.58355202,4379.93877463,4519.45652909
20211206 000000,49396.32000000,51936.33000000,46751.00000000,50053.90000000,56173.24600000,58247.91700000,52374.23150000,48.34725550,3634.59650428,4342.48452413,56173.24600000,58247.91700000,52374.23150000,48.34725550,3634.59650428,4342.48452413
20211213 000000,50053.90000000,50189.97000000,45456.00000000,46681.23000000,52405.67200000,57450.14000000,52716.02100000,50.66718822,2740.17408159,4022.02243562,52405.67200000,57450.14000000,52716.02100000,50.66718822,2740.17408159,4022.02243562
20211220 000000,46681.24000000,51810.00000000,45558.85000000,50775.49000000,50836.36600000,56374.85600000,53065.07700000,53.39531048,2334.79635349,3684.57721919,50836.36600000,56374.85600000,53065.07700000,53.39531048,2334.79635349,3684.57721919
20211227 000000,50775.48000000,52088.00000000,45678.00000000,47286.18000000,48838.62600000,55018.25200000,53080.69500000,54.00925224,1712.23583883,3290.10894312,48838.62600000,55018.25200000,53080.69500000,54.00925224,1712.23583883,3290.10894312
20220103 000000,47286.18000000,47570.00000000,40501.00000000,41864.62000000,47332.28400000,53074.73400000,52711.96500000,43.88823343,772.47297591,2786.58174968,47332.28400000,53074.73400000,52711.96500000,43.88823343,772.47297591,2786.58174968
20220110 000000,41864.62000000,44500.00000000,39650.00000000,43071.66000000,45935.83600000,51054.54100000,52427.15650000,37.56122591,123.67651093,2254.00070193,45935.83600000,51054.54100000,52427.15650000,37.56122591,123.67651093,2254.00070193
20220117 000000,43071.66000000,43505.00000000,34008.00000000,36244.55000000,43848.50000000,48127.08600000,51651.54000000,22.83375108,-930.66199024,1617.06816350,43848.50000000,48127.08600000,51651.54000000,22.83375108,-930.66199024,1617.06816350
20220124 000000,36244.55000000,38919.98000000,32917.17000000,37881.76000000,41269.75400000,46053.06000000,51244.36600000,25.81872555,-1615.50119213,970.55429237,41269.75400000,46053.06000000,51244.36600000,25.81872555,-1615.50119213,970.55429237
20220131 000000,37881.75000000,42656.00000000,36250.00000000,42380.87000000,40288.69200000,44563.65900000,51001.32200000,31.64917841,-1774.74249056,421.49493579,40288.69200000,44563.65900000,51001.32200000,31.64917841,-1774.74249056,421.49493579
20220207 000000,42380.87000000,45821.00000000,41645.85000000,42053.66000000,40326.50000000,43829.39200000,50945.96000000,28.73811179,-1905.38142819,-43.88033701,40326.50000000,43829.39200000,50945.96000000,28.73811179,-1905.38142819,-43.88033701
20220214 000000,42053.65000000,44751.40000000,38000.00000000,38386.89000000,39389.54600000,42662.69100000,50455.30400000,23.56699068,-2278.52599267,-490.80946814,39389.54600000,42662.69100000,50455.30400000,23.56699068,-2278.52599267,-490.80946814
20220221 000000,38386.89000000,40348.45000000,34322.28000000,37699.07000000,39680.45000000,41764.47500000,49607.30750000,26.81067879,-2599.77844641,-912.60326380,39680.45000000,41764.47500000,49607.30750000,26.81067879,-2599.77844641,-912.60326380
20220228 000000,37699.08000000,45400.00000000,37450.17000000,38420.81000000,39788.26000000,40529.00700000,48451.93150000,28.80990417,-2764.27015864,-1282.93664277,39788.26000000,40529.00700000,48451.93150000,28.80990417,-2764.27015864,-1282.93664277
20220307 000000,38420.80000000,42594.06000000,37155.00000000,37777.34000000,38867.55400000,39578.12300000,47298.18750000,34.40523343,-2912.97471770,-1608.94425775,38867.55400000,39578.12300000,47298.18750000,34.40523343,-2912.97471770,-1608.94425775
20220314 000000,37777.35000000,42400.00000000,37555.00000000,41262.11000000,38709.24400000,39517.87200000,46296.30300000,39.03221179,-2718.29749511,-1830.81490522,38709.24400000,39517.87200000,46296.30300000,39.03221179,-2718.29749511,-1830.81490522
20220321 000000,41262.11000000,46999.00000000,40467.94000000,46827.76000000,40397.41800000,39893.48200000,45474.01150000,50.17331381,-2090.81138060,-1882.81420030,40397.41800000,39893.48200000,45474.01150000,50.17331381,-2090.81138060,-1882.81420030
20220328 000000,46827.76000000,48189.84000000,44200.00000000,46407.35000000,42139.07400000,40909.76200000,44518.42400000,44.34166736,-1608.90127515,-1828.03161527,42139.07400000,40909.76200000,44518.42400000,44.34166736,-1608.90127515,-1828.03161527
20220404 000000,46407.36000000,47200.00000000,41868.00000000,42158.85000000,42886.68200000,41337.47100000,43695.26550000,43.48635373,-1551.91300136,-1772.80789249,42886.68200000,41337.47100000,43695.26550000,43.48635373,-1551.91300136,-1772.80789249
20220411 000000,42158.85000000,42414.71000000,39200.00000000,39678.12000000,43266.83800000,41067.19600000,42815.42750000,46.99801250,-1687.47144211,-1755.74060241,43266.83800000,41067.19600000,42815.42750000,46.99801250,-1687.47144211,-1755.74060241
20220418 000000,39678.11000000,42976.00000000,38536.51000000,39450.13000000,42904.44200000,40806.84300000,42318.11750000,44.89040024,-1792.63499036,-1763.11948000,42904.44200000,40806.84300000,42318.11750000,44.89040024,-1792.63499036,-1763.11948000
20220425 000000,39450.12000000,40797.31000000,37386.38000000,38468.35000000,41232.56000000,40814.98900000,41738.84000000,53.75728716,-1932.91782743,-1797.07914949,41232.56000000,40814.98900000,41738.84000000,53.75728716,-1932.91782743,-1797.07914949
20220502 000000,38468.35000000,40023.77000000,33713.95000000,34038.40000000,38758.77000000,40448.92200000,41106.69850000,44.06630663,-2374.18480430,-1912.50028045,38758.77000000,40448.92200000,41106.69850000,44.06630663,-2374.18480430,-1912.50028045
20220509 000000,34038.39000000,34243.15000000,26700.00000000,31328.89000000,36592.77800000,39739.73000000,40134.36850000,31.93902531,-2908.99380550,-2111.79898546,36592.77800000,39739.73000000,40134.36850000,31.93902531,-2908.99380550,-2111.79898546
20220516 000000,31328.89000000,31328.90000000,28654.47000000,30293.94000000,34715.94200000,38991.39000000,39284.75650000,31.21692919,-3377.41289413,-2364.92176719,34715.94200000,38991.39000000,39284.75650000,31.21692919,-3377.41289413,-2364.92176719
20220523 000000,30293.93000000,30670.51000000,28019.56000000,29468.10000000,32719.53600000,37811.98900000,38664.93050000,34.33272049,-3771.79784512,-2646.29698278,32719.53600000,37811.98900000,38664.93050000,34.33272049,-3771.79784512,-2646.29698278
20220530 000000,29468.10000000,32399.00000000,29282.36000000,29919.21000000,31009.70800000,36121.13400000,38007.30800000,36.21882351,-4001.81946946,-2917.40148011,31009.70800000,36121.13400000,38007.30800000,36.21882351,-4001.81946946,-2917.40148011
20220606 000000,29919.20000000,31765.64000000,26560.00000000,26574.53000000,29516.93400000,34137.85200000,37523.80700000,30.79978372,-4403.24314129,-3214.56981235,29516.93400000,34137.85200000,37523.80700000,30.79978372,-4403.24314129,-3214.56981235
20220613 000000,26574.53000000,26895.84000000,17622.00000000,20574.00000000,27365.95600000,31979.36700000,36658.41900000,26.24268085,-5146.24421590,-3600.90469306,27365.95600000,31979.36700000,36658.41900000,26.24268085,-5146.24421590,-3600.90469306
20220620 000000,20574.00000000,21888.00000000,19637.03000000,21038.07000000,25514.78200000,30115.36200000,35591.27900000,19.52898387,-5632.70107817,-4007.26397008,25514.78200000,30115.36200000,35591.27900000,19.52898387,-5632.70107817,-4007.26397008
20220627 000000,21038.08000000,21539.85000000,18626.00000000,19315.83000000,23484.32800000,28101.93200000,34454.38750000,3.11897947,-6087.02459045,-4423.21609416,23484.32800000,28101.93200000,34454.38750000,3.11897947,-6087.02459045,-4423.21609416
20220704 000000,19315.83000000,22527.37000000,19055.31000000,20862.47000000,21672.98000000,26341.34400000,33578.16650000,8.07988048,-6250.22956913,-4788.61878915,21672.98000000,26341.34400000,33578.16650000,8.07988048,-6250.22956913,-4788.61878915
20220711 000000,20861.11000000,21684.54000000,18910.94000000,20798.16000000,20517.70600000,25017.32000000,32733.12100000,9.36611281,-6311.99917271,-5093.29486586,20517.70600000,25017.32000000,32733.12100000,9.36611281,-6311.99917271,-5093.29486586
20220718 000000,20799.58000000,24276.74000000,20762.45000000,22579.68000000,20918.84200000,24142.39900000,31941.06450000,16.58518701,-6146.34699122,-5303.90529093,20918.84200000,24142.39900000,31941.06450000,16.58518701,-6146.34699122,-5303.90529093
20220725 000000,22577.13000000,24668.00000000,20706.50000000,23293.32000000,21369.89200000,23442.33700000,31216.86350000,19.01355426,-5889.59013118,-5421.04225898,21369.89200000,23442.33700000,31216.86350000,19.01355426,-5889.59013118,-5421.04225898
20220801 000000,23296.36000000,23647.68000000,22400.00000000,23174.39000000,22141.60400000,22812.96600000,30312.47750000,19.66437532,-5630.79680628,-5462.99316844,22141.60400000,22812.96600000,30312.47750000,19.66437532,-5630.79680628,-5462.99316844
20220808 000000,23174.39000000,25047.56000000,22664.69000000,24305.24000000,22830.15800000,22251.56900000,29186.35150000,27.78711953,-5273.65962232,-5425.12645922,22830.15800000,22251.56900000,29186.35150000,27.78711953,-5273.65962232,-5425.12645922
