20200301 000000,8523.61000000,8675.00000000,8511.11000000,8586.83000000
20200301 060000,8586.50000000,8650.00000000,8518.00000000,8648.37000000
20200301 120000,8647.42000000,8750.00000000,8454.57000000,8500.00000000
20200301 180000,8499.87000000,8591.82000000,8411.00000000,8531.88000000
20200302 000000,8530.30000000,8663.43000000,8498.00000000,8658.00000000
20200302 060000,8658.01000000,8776.98000000,8602.48000000,8758.35000000
20200302 120000,8758.39000000,8917.99000000,8718.95000000,8868.33000000
20200302 180000,8868.26000000,8965.75000000,8823.00000000,8915.24000000
20200303 000000,8911.18000000,8919.65000000,8804.16000000,8850.49000000
20200303 060000,8850.49000000,8866.96000000,8735.37000000,8858.22000000
20200303 120000,8858.45000000,8898.74000000,8651.00000000,8718.99000000
20200303 180000,8718.99000000,8790.00000000,8670.00000000,8760.07000000
20200304 000000,8760.07000000,8847.99000000,8728.00000000,8839.75000000
20200304 060000,8839.97000000,8848.29000000,8694.07000000,8717.12000000
20200304 120000,8717.21000000,8782.31000000,8660.00000000,8723.00000000
20200304 180000,8723.00000000,8761.52000000,8665.00000000,8750.87000000
20200305 000000,8750.99000000,8941.53000000,8746.54000000,8922.37000000
20200305 060000,8922.31000000,9122.62000000,8880.00000000,9100.89000000
20200305 120000,9100.59000000,9136.63000000,9011.98000000,9093.78000000
20200305 180000,9094.09000000,9159.42000000,9015.00000000,9054.68000000
20200306 000000,9054.64000000,9114.00000000,8985.50000000,9107.86000000
20200306 060000,9107.86000000,9170.00000000,9070.00000000,9127.92000000
20200306 120000,9129.12000000,9130.29000000,9000.00000000,9073.75000000
20200306 180000,9073.74000000,9137.50000000,9057.12000000,9131.88000000
20200307 000000,9130.89000000,9143.55000000,9058.33000000,9075.76000000
20200307 060000,9075.92000000,9116.97000000,9050.00000000,9089.00000000
20200307 120000,9089.00000000,9188.00000000,8859.00000000,8925.00000000
20200307 180000,8925.00000000,8925.00000000,8835.00000000,8886.66000000
20200308 000000,8885.25000000,8886.76000000,8695.73000000,8717.47000000
20200308 060000,8717.77000000,8754.99000000,8670.00000000,8741.53000000
20200308 120000,8741.30000000,8747.43000000,8149.27000000,8309.91000000
20200308 180000,8309.90000000,8318.73000000,8000.00000000,8033.31000000
20200309 000000,8034.76000000,8179.31000000,7675.28000000,7932.05000000
20200309 060000,7932.18000000,8002.00000000,7760.00000000,7804.92000000
20200309 120000,7803.64000000,7946.00000000,7632.01000000,7734.35000000
20200309 180000,7736.10000000,7947.57000000,7726.03000000,7929.87000000
20200310 000000,7929.87000000,7969.87000000,7850.00000000,7934.44000000
20200310 060000,7934.44000000,8114.10000000,7866.04000000,8065.02000000
20200310 120000,8064.83000000,8149.00000000,7728.01000000,7869.90000000
20200310 180000,7869.88000000,8038.11000000,7801.00000000,7894.56000000
20200311 000000,7894.57000000,7965.49000000,7826.41000000,7851.40000000
20200311 060000,7851.58000000,7921.12000000,7750.00000000,7821.86000000
20200311 120000,7821.68000000,7895.87000000,7647.05000000,7671.97000000
20200311 180000,7671.20000000,7980.00000000,7590.00000000,7934.52000000
20200312 000000,7934.58000000,7966.17000000,7558.00000000,7646.95000000
20200312 060000,7647.37000000,7649.94000000,5550.00000000,6067.01000000
20200312 120000,6064.27000000,6307.59000000,5734.69000000,6114.61000000
20200312 180000,6113.20000000,6150.00000000,4410.00000000,4800.00000000
20200313 000000,4800.01000000,5523.23000000,3782.13000000,4956.52000000
20200313 060000,4959.16000000,5700.00000000,4858.00000000,5403.56000000
20200313 120000,5403.56000000,5955.00000000,4920.00000000,5183.87000000
20200313 180000,5184.81000000,5699.00000000,4807.00000000,5578.60000000
20200314 000000,5576.05000000,5640.52000000,5322.02000000,5431.06000000
20200314 060000,5431.02000000,5530.00000000,5173.00000000,5448.38000000
20200314 120000,5448.23000000,5470.00000000,5256.00000000,5396.66000000
20200314 180000,5397.50000000,5498.00000000,5055.13000000,5172.06000000
20200315 000000,5172.48000000,5284.72000000,5093.10000000,5252.24000000
20200315 060000,5251.95000000,5487.00000000,5213.16000000,5429.99000000
20200315 120000,5430.00000000,5594.00000000,5221.00000000,5302.71000000
20200315 180000,5302.78000000,5940.00000000,5160.00000000,5361.30000000
20200316 000000,5360.33000000,5365.42000000,5128.76000000,5158.42000000
20200316 060000,5158.31000000,5160.00000000,4442.12000000,4565.59000000
20200316 120000,4565.63000000,5200.00000000,4500.00000000,5068.73000000
20200316 180000,5067.41000000,5144.00000000,4820.00000000,5028.97000000
20200317 000000,5028.86000000,5400.00000000,4921.45000000,5276.13000000
20200317 060000,5276.00000000,5440.00000000,5160.00000000,5267.61000000
20200317 120000,5266.90000000,5479.00000000,5051.00000000,5354.49000000
20200317 180000,5354.49000000,5525.00000000,5305.59000000,5312.64000000
20200318 000000,5312.64000000,5436.17000000,5259.43000000,5270.00000000
20200318 060000,5270.05000000,5296.90000000,5010.98000000,5140.39000000
20200318 120000,5141.48000000,5390.00000000,5009.37000000,5225.23000000
20200318 180000,5226.17000000,5412.00000000,5215.11000000,5393.04000000
20200319 000000,5393.26000000,5450.00000000,5252.53000000,5368.18000000
20200319 060000,5368.41000000,5661.00000000,5344.55000000,5621.86000000
20200319 120000,5622.15000000,6359.45000000,5608.21000000,6308.45000000
20200319 180000,6307.34000000,6400.00000000,6079.69000000,6162.37000000
20200320 000000,6162.05000000,6287.95000000,6055.55000000,6218.72000000
20200320 060000,6218.55000000,6900.00000000,6178.01000000,6659.99000000
20200320 120000,6659.99000000,6714.53000000,6321.12000000,6415.90000000
20200320 180000,6416.04000000,6423.78000000,5670.00000000,6208.36000000
20200321 000000,6204.57000000,6380.00000000,6062.03000000,6112.18000000
20200321 060000,6112.34000000,6236.45000000,5860.02000000,6118.72000000
20200321 120000,6116.58000000,6275.00000000,6043.00000000,6066.77000000
20200321 180000,6066.82000000,6456.98000000,6050.74000000,6186.98000000
20200322 000000,6187.04000000,6393.00000000,6104.00000000,6358.88000000
20200322 060000,6357.54000000,6407.87000000,6126.15000000,6153.57000000
20200322 120000,6153.77000000,6156.53000000,5915.00000000,6016.75000000
20200322 180000,6016.66000000,6145.00000000,5734.01000000,5816.19000000
20200323 000000,5816.05000000,5993.24000000,5688.00000000,5875.37000000
20200323 060000,5875.37000000,5939.89000000,5728.99000000,5843.29000000
20200323 120000,5842.14000000,6600.00000000,5841.73000000,6276.85000000
20200323 180000,6276.78000000,6509.03000000,6231.21000000,6467.31000000
20200324 000000,6465.25000000,6666.00000000,6371.33000000,6476.63000000
20200324 060000,6475.11000000,6833.00000000,6451.29000000,6731.00000000
20200324 120000,6733.16000000,6765.00000000,6461.01000000,6659.11000000
20200324 180000,6657.74000000,6792.15000000,6552.19000000,6744.72000000
20200325 000000,6744.69000000,6746.70000000,6524.16000000,6704.57000000
20200325 060000,6704.35000000,6957.96000000,6450.00000000,6521.36000000
20200325 120000,6522.00000000,6799.00000000,6500.00000000,6641.40000000
20200325 180000,6641.79000000,6705.00000000,6552.00000000,6677.43000000
20200326 000000,6677.42000000,6780.00000000,6612.00000000,6628.49000000
20200326 060000,6627.42000000,6680.00000000,6554.21000000,6603.31000000
20200326 120000,6603.41000000,6688.00000000,6510.00000000,6632.56000000
20200326 180000,6632.07000000,6765.00000000,6626.95000000,6737.36000000
20200327 000000,6737.27000000,6842.59000000,6620.00000000,6655.97000000
