20200404 000000,6732.97000000,6990.41000000,6650.01000000,6856.99000000,6687.70800000,6504.74600000,6252.27350000,59.91717066,-123.70778709,6687.70800000,6504.74600000,6252.27350000,59.91717066,-123.70778709,-275.11751153
20200405 000000,6857.41000000,6895.54000000,6677.52000000,6772.78000000,6760.17600000,6508.28800000,6339.46400000,65.47154248,-96.17628171,6760.17600000,6508.28800000,6339.46400000,65.47154248,-96.17628171,-239.32926556
20200406 000000,6772.78000000,7355.14000000,6765.00000000,7329.90000000,6897.57200000,6605.36700000,6440.32700000,64.38873042,-29.06736689,6897.57200000,6605.36700000,6440.32700000,64.38873042,-29.06736689,-197.27688583
20200407 000000,7329.90000000,7459.69000000,7077.00000000,7197.32000000,6978.21800000,6701.43400000,6530.54100000,57.93305803,13.26591245,6978.21800000,6701.43400000,6530.54100000,57.93305803,13.26591245,-155.16832617
20200408 000000,7197.32000000,7420.00000000,7150.00000000,7361.28000000,7103.65400000,6849.42000000,6590.48650000,61.59346826,59.36126335,7103.65400000,6849.42000000,6590.48650000,61.59346826,59.36126335,-112.26240827
20200409 000000,7360.26000000,7371.92000000,7108.08000000,7283.54000000,7188.96400000,6938.33600000,6644.24550000,59.20393650,88.59789140,7188.96400000,6938.33600000,6644.24550000,59.20393650,88.59789140,-72.09034834
20200410 000000,7283.54000000,7295.75000000,6739.98000000,6858.92000000,7206.19200000,6983.18400000,6677.84250000,58.29293140,76.62159837,7206.19200000,6983.18400000,6677.84250000,58.29293140,76.62159837,-42.34795900
20200411 000000,6858.92000000,6944.30000000,6760.00000000,6876.83000000,7115.57800000,7006.57500000,6730.87450000,61.00374022,67.79400015,7115.57800000,7006.57500000,6730.87450000,61.00374022,67.79400015,-20.31956717
20200412 000000,6876.84000000,7177.00000000,6780.00000000,6903.79000000,7056.87200000,7017.54500000,6752.69850000,69.80838161,62.25586478,7056.87200000,7017.54500000,6752.69850000,69.80838161,62.25586478,-3.80448078
20200413 000000,6903.79000000,6903.79000000,6575.00000000,6837.91000000,6952.19800000,7027.92600000,6757.35800000,60.39408128,51.95201668,6952.19800000,7027.92600000,6757.35800000,60.39408128,51.95201668,7.34681872
20200414 000000,6838.04000000,6978.00000000,6754.28000000,6868.70000000,6869.23000000,7029.09700000,6766.92150000,60.66564260,45.74333778,6869.23000000,7029.09700000,6766.92150000,60.66564260,45.74333778,15.02612253
20200415 000000,6868.57000000,6933.00000000,6605.00000000,6621.24000000,6821.69400000,7013.94300000,6761.11550000,49.49890906,20.61729776,6821.69400000,7013.94300000,6761.11550000,49.49890906,20.61729776,16.14435757
20200416 000000,6621.25000000,7190.00000000,6468.27000000,7101.94000000,6866.71600000,6991.14700000,6798.25700000,56.17475861,39.04313765,6866.71600000,6991.14700000,6798.25700000,56.17475861,39.04313765,20.72411359
20200417 000000,7101.99000000,7148.12000000,6972.98000000,7027.55000000,6891.46800000,6974.17000000,6837.80200000,55.85212248,47.10015594,6891.46800000,6974.17000000,6837.80200000,55.85212248,47.10015594,25.99932206
20200418 000000,7026.78000000,7293.08000000,7014.40000000,7248.60000000,6973.60600000,6962.90200000,6906.16100000,57.51543927,70.50949897,6973.60600000,6962.90200000,6906.16100000,57.51543927,70.50949897,34.90135744
20200419 000000,7248.60000000,7266.15000000,7055.60000000,7120.74000000,7024.01400000,6946.62200000,6942.47900000,56.56771183,77.84696718,7024.01400000,6946.62200000,6942.47900000,56.56771183,77.84696718,43.49047939
20200420 000000,7121.40000000,7220.00000000,6751.00000000,6826.83000000,7065.13200000,6943.41300000,6963.29850000,39.45703975,59.26273893,7065.13200000,6943.41300000,6963.29850000,39.45703975,59.26273893,46.64493130
20200421 000000,6828.98000000,6940.00000000,6762.00000000,6841.37000000,7013.01800000,6939.86700000,6973.22100000,42.15198190,45.18697334,7013.01800000,6939.86700000,6973.22100000,42.15198190,45.18697334,46.35333971
20200422 000000,6841.36000000,7156.38000000,6818.00000000,7125.14000000,7032.53600000,6962.00200000,6989.77350000,45.05482539,56.28092368,7032.53600000,6962.00200000,6989.77350000,45.05482539,56.28092368,48.33885650
20200423 000000,7125.12000000,7738.00000000,7020.00000000,7482.39000000,7079.29400000,7026.45000000,7027.18800000,53.72784570,92.82996257,7079.29400000,7026.45000000,7027.18800000,53.72784570,92.82996257,57.23707771
20200424 000000,7483.96000000,7615.96000000,7388.00000000,7505.00000000,7156.14600000,7090.08000000,7059.58850000,64.26174793,122.21100486,7156.14600000,7090.08000000,7059.58850000,64.26174793,122.21100486,70.23186314
20200425 000000,7505.00000000,7705.00000000,7431.07000000,7538.67000000,7298.51400000,7181.82300000,7097.88300000,64.50868978,146.52354790,7298.51400000,7181.82300000,7097.88300000,64.50868978,146.52354790,85.49020010
20200426 000000,7539.03000000,7700.00000000,7480.00000000,7693.10000000,7468.86000000,7240.93900000,7116.04300000,66.38721759,176.22125487,7468.86000000,7240.93900000,7116.04300000,66.38721759,176.22125487,103.63641105
20200427 000000,7693.10000000,7792.02000000,7606.00000000,7774.62000000,7598.75600000,7315.64600000,7144.90800000,69.32197446,203.98348962,7598.75600000,7315.64600000,7144.90800000,69.32197446,203.98348962,123.70582677
20200428 000000,7773.51000000,7780.00000000,7659.12000000,7738.98000000,7650.07400000,7364.68400000,7163.79300000,67.91584321,220.56685315,7650.07400000,7364.68400000,7163.79300000,67.91584321,220.56685315,143.07803204
20200429 000000,7738.58000000,8952.89000000,7710.05000000,8778.57000000,7904.78800000,7530.46700000,7238.54450000,83.48924069,313.97619092,7904.78800000,7530.46700000,7238.54450000,83.48924069,313.97619092,177.25766382
20200430 000000,8778.58000000,9460.00000000,8401.00000000,8620.00000000,8121.05400000,7709.78400000,7326.59850000,76.18428315,370.93261007,8121.05400000,7709.78400000,7326.59850000,76.18428315,370.93261007,215.99265307
20200501 000000,8620.00000000,9059.18000000,8613.56000000,8826.96000000,8347.82600000,7908.34300000,7424.10500000,79.67981474,427.83906257,8347.82600000,7908.34300000,7424.10500000,79.67981474,427.83906257,258.36193497
20200502 000000,8825.67000000,9010.00000000,8753.00000000,8972.05000000,8587.31200000,8093.03400000,7527.51800000,79.15754498,479.12236225,8587.31200000,8093.03400000,7527.51800000,79.15754498,479.12236225,302.51402043
20200503 000000,8972.58000000,9200.00000000,8712.00000000,8894.16000000,8818.34800000,8234.21100000,7630.33050000,80.51895754,507.62805445,8818.34800000,8234.21100000,7630.33050000,80.51895754,507.62805445,343.53682723
20200504 000000,8894.15000000,8950.00000000,8522.00000000,8871.96000000,8837.02600000,8370.90700000,7730.49350000,88.82573385,522.40569872,8837.02600000,8370.90700000,7730.49350000,88.82573385,522.40569872,379.31060153
20200505 000000,8871.92000000,9118.58000000,8760.00000000,9021.83000000,8917.39200000,8519.22300000,7850.52300000,89.37184460,539.98572544,8917.39200000,8519.22300000,7850.52300000,89.37184460,539.98572544,411.44562631
20200506 000000,9021.36000000,9395.00000000,8906.21000000,9142.92000000,8980.58400000,8664.20500000,7952.57200000,88.70847689,557.26516830,8980.58400000,8664.20500000,7952.57200000,88.70847689,557.26516830,440.60953471
20200507 000000,9143.40000000,10067.00000000,9021.00000000,9986.40000000,9183.45400000,8885.38300000,8100.51450000,90.48376614,631.73874698,9183.45400000,8885.38300000,8100.51450000,90.48376614,631.73874698,478.83537716
20200508 000000,9986.30000000,10035.96000000,9705.00000000,9800.01000000,9364.62400000,9091.48600000,8228.08500000,85.23856172,668.01897247,9364.62400000,9091.48600000,8228.08500000,85.23856172,668.01897247,516.67209622
20200509 000000,9800.02000000,9914.25000000,9520.00000000,9539.40000000,9498.11200000,9167.56900000,8349.01800000,78.71863992,668.04149703,9498.11200000,9167.56900000,8349.01800000,78.71863992,668.04149703,546.94597638
20200510 000000,9539.10000000,9574.83000000,8117.00000000,8722.77000000,9438.30000000,9177.84600000,8443.81500000,62.41903930,595.30186246,9438.30000000,9177.84600000,8443.81500000,62.41903930,595.30186246,556.61715360
20200511 000000,8722.77000000,9168.00000000,8200.00000000,8561.52000000,9322.02000000,9151.30200000,8529.82250000,59.31185300,518.66480560,9322.02000000,9151.30200000,8529.82250000,59.31185300,518.66480560,549.02668400
20200512 000000,8562.04000000,8978.26000000,8528.78000000,8810.79000000,9086.89800000,9135.17600000,8614.10500000,62.07295067,472.59560373,9086.89800000,9135.17600000,8614.10500000,62.07295067,472.59560373,533.74046794
20200513 000000,8810.99000000,9398.00000000,8792.99000000,9309.37000000,8988.77000000,9176.69700000,8705.45400000,56.80882941,470.88855834,8988.77000000,9176.69700000,8705.45400000,56.80882941,470.88855834,521.17008602
20200514 000000,9309.35000000,9939.00000000,9256.76000000,9791.98000000,9039.28600000,9268.69900000,8819.80300000,63.87970402,502.68368166,9039.28600000,9268.69900000,8819.80300000,63.87970402,502.68368166,517.47280515
20200515 000000,9791.97000000,9845.62000000,9150.00000000,9316.42000000,9158.01600000,9298.15800000,8908.69050000,55.44992562,483.92939159,9158.01600000,9298.15800000,8908.69050000,55.44992562,483.92939159,510.76412244
20200516 000000,9315.96000000,9588.00000000,9220.00000000,9381.27000000,9321.96600000,9321.99300000,8993.09900000,54.63938798,468.89421400,9321.96600000,9321.99300000,8993.09900000,54.63938798,468.89421400,502.39014075
20200517 000000,9380.81000000,9888.00000000,9322.10000000,9680.04000000,9495.81600000,9291.35700000,9088.37000000,58.48469930,475.60449693,9495.81600000,9291.35700000,9088.37000000,58.48469930,475.60449693,497.03301199
20200518 000000,9681.11000000,9950.00000000,9464.23000000,9733.93000000,9580.72800000,9284.74900000,9188.11750000,59.24295227,479.74076421,9580.72800000,9284.74900000,9188.11750000,59.24295227,479.74076421,493.57456243
20200519 000000,9733.93000000,9897.21000000,9474.00000000,9775.53000000,9577.43800000,9308.36200000,9237.96550000,58.27408894,480.83281676,9577.43800000,9308.36200000,9237.96550000,58.27408894,480.83281676,491.02621330
20200520 000000,9775.13000000,9842.00000000,9326.00000000,9511.43000000,9616.44000000,9387.22800000,9282.53700000,53.92233039,455.14103096,9616.44000000,9387.22800000,9282.53700000,53.92233039,455.14103096,483.84917683
20200521 000000,9511.43000000,9578.47000000,8815.00000000,9068.65000000,9553.91600000,9437.94100000,9294.62150000,39.32076455,394.50386510,9553.91600000,9437.94100000,9294.62150000,39.32076455,394.50386510,465.98011448
20200522 000000,9067.51000000,9271.00000000,8933.52000000,9170.00000000,9451.90800000,9473.86200000,9304.51900000,42.52098247,350.58524381,9451.90800000,9473.86200000,9304.51900000,42.52098247,350.58524381,442.90114035
20200523 000000,9170.00000000,9307.85000000,9070.00000000,9179.15000000,9340.95200000,9460.84000000,9318.76850000,45.45183681,312.91070868,9340.95200000,9460.84000000,9318.76850000,45.45183681,312.91070868,416.90305402
20200524 000000,9179.01000000,9298.00000000,8700.00000000,8720.34000000,9129.91400000,9353.67600000,9311.18750000,49.96627408,243.22746083,9129.91400000,9353.67600000,9311.18750000,49.96627408,243.22746083,382.16793538
20200525 000000,8718.14000000,8979.66000000,8642.72000000,8900.35000000,9007.69800000,9312.06900000,9305.11350000,54.67825357,200.22027279,9007.69800000,9312.06900000,9305.11350000,54.67825357,200.22027279,345.77840286
20200526 000000,8900.35000000,9017.67000000,8700.00000000,8841.18000000,8962.20400000,9258.06000000,9290.02650000,50.44284411,159.52335598,8962.20400000,9258.06000000,9290.02650000,50.44284411,159.52335598,308.52739348
20200527 000000,8841.00000000,9225.00000000,8811.73000000,9204.07000000,8969.01800000,9210.46300000,9250.91000000,48.40238626,154.76886724,8969.01800000,9210.46300000,9250.91000000,48.40238626,154.76886724,277.77568823
20200528 000000,9204.07000000,9625.47000000,9110.00000000,9575.89000000,9048.36600000,9194.65900000,9239.70400000,46.60742601,178.94094737,9048.36600000,9194.65900000,9239.70400000,46.60742601,178.94094737,258.00874006
20200529 000000,9575.87000000,9605.26000000,9330.00000000,9427.07000000,9189.71200000,9159.81300000,9234.08750000,51.93578749,183.96829281,9189.71200000,9159.81300000,9234.08750000,51.93578749,183.96829281,243.20065061
20200530 000000,9426.60000000,9740.00000000,9331.23000000,9697.72000000,9349.18600000,9178.44200000,9282.83500000,55.16432155,207.40090484,9349.18600000,9178.44200000,9282.83500000,55.16432155,207.40090484,236.04070146
20200531 000000,9697.72000000,9700.00000000,9381.41000000,9448.27000000,9470.60400000,9216.40400000,9327.17250000,46.15573447,203.49710053,9470.60400000,9216.40400000,9327.17250000,46.15573447,203.49710053,229.53198127
20200601 000000,9448.27000000,10380.00000000,9421.67000000,10200.77000000,9669.94400000,9319.48100000,9396.67150000,56.28639142,258.14799915,9669.94400000,9319.48100000,9396.67150000,56.28639142,258.14799915,235.25518485
20200602 000000,10202.71000000,10228.99000000,9266.00000000,9518.04000000,9658.37400000,9353.37000000,9407.10500000,47.04322004,243.56100520,9658.37400000,9353.37000000,9407.10500000,47.04322004,243.56100520,236.91634892
20200603 000000,9518.02000000,9690.00000000,9365.21000000,9666.24000000,9706.20800000,9447.96000000,9400.81800000,51.82630895,241.17904692,9706.20800000,9447.96000000,9400.81800000,51.82630895,241.17904692,237.76888852
20200604 000000,9666.32000000,9881.63000000,9450.00000000,9789.06000000,9724.47600000,9536.83100000,9424.45000000,59.19272555,246.36196795,9724.47600000,9536.83100000,9424.45000000,59.19272555,246.36196795,239.48750440
20200605 000000,9788.14000000,9854.75000000,9581.00000000,9621.16000000,9759.05400000,9614.82900000,9436.44450000,55.66084137,234.22138509,9759.05400000,9614.82900000,9436.44450000,55.66084137,234.22138509,238.43428054
20200606 000000,9621.17000000,9735.00000000,9531.05000000,9666.30000000,9652.16000000,9661.05200000,9435.75750000,56.05770833,225.64125452,9652.16000000,9661.05200000,9435.75750000,56.05770833,225.64125452,235.87567534
20200607 000000,9666.85000000,9802.00000000,9372.46000000,9746.99000000,9697.95000000,9678.16200000,9436.41050000,64.09153424,222.78432881,9697.95000000,9678.16200000,9436.41050000,64.09153424,222.78432881,233.25740603
20200608 000000,9746.99000000,9800.00000000,9633.00000000,9782.01000000,9721.10400000,9713.65600000,9436.73450000,62.60306478,220.80076219,9721.10400000,9713.65600000,9436.73450000,62.60306478,220.80076219,230.76607726
20200609 000000,9782.00000000,9877.00000000,9570.00000000,9772.43000000,9717.77800000,9721.12700000,9449.78450000,63.50338291,215.96622125,9717.77800000,9721.12700000,9449.78450000,63.50338291,215.96622125,227.80610606
20200610 000000,9772.44000000,9992.72000000,9704.18000000,9885.00000000,9770.54600000,9764.80000000,9490.60200000,60.64655132,218.69726500,9770.54600000,9764.80000000,9490.60200000,60.64655132,218.69726500,225.98433785
20200611 000000,9885.22000000,9964.00000000,9113.00000000,9280.40000000,9693.36600000,9672.76300000,9496.12200000,45.69340683,170.11449568,9693.36600000,9672.76300000,9496.12200000,45.69340683,170.11449568,214.81036941
20200612 000000,9278.88000000,9557.12000000,9232.51000000,9465.13000000,9636.99400000,9667.47200000,9510.42100000,50.54895603,144.84874200,9636.99400000,9667.47200000,9510.42100000,50.54895603,144.84874200,200.81804393
20200613 000000,9464.96000000,9494.73000000,9351.00000000,9473.34000000,9575.26000000,9648.18200000,9548.07100000,46.49859245,124.05786669,9575.26000000,9648.18200000,9548.07100000,46.49859245,124.05786669,185.46600848
20200614 000000,9473.34000000,9480.99000000,9245.00000000,9342.10000000,9489.19400000,9603.48600000,9570.15850000,48.27977303,95.88566676,9489.19400000,9603.48600000,9570.15850000,48.27977303,95.88566676,167.54994014
20200615 000000,9342.10000000,9495.00000000,8910.45000000,9426.02000000,9397.39800000,9583.97200000,9599.40050000,33.97522080,79.41518913,9397.39800000,9583.97200000,9599.40050000,33.97522080,79.41518913,149.92298994
20200616 000000,9426.05000000,9589.00000000,9373.09000000,9525.59000000,9446.43600000,9569.90100000,9615.47650000,50.20581292,73.54885835,9446.43600000,9569.90100000,9615.47650000,50.20581292,73.54885835,134.64816362
20200617 000000,9526.97000000,9565.00000000,9236.61000000,9465.14000000,9446.43800000,9541.71600000,9609.93900000,44.24257346,63.29234440,9446.43800000,9541.71600000,9609.93900000,44.24257346,63.29234440,120.37699978
20200618 000000,9465.13000000,9489.00000000,9280.00000000,9386.32000000,9429.03400000,9502.14700000,9607.90150000,38.17168300,48.24769848,9429.03400000,9502.14700000,9607.90150000,38.17168300,48.24769848,105.95113952
20200619 000000,9386.32000000,9438.30000000,9215.79000000,9310.23000000,9422.66000000,9455.92700000,9588.52700000,40.34756586,29.84089387,9422.66000000,9455.92700000,9588.52700000,40.34756586,29.84089387,90.72909039
20200620 000000,9310.23000000,9395.00000000,9170.95000000,9358.95000000,9409.24600000,9403.32200000,9584.06100000,40.47986321,18.96603676,9409.24600000,9403.32200000,9584.06100000,40.47986321,18.96603676,76.37647966
20200621 000000,9358.95000000,9422.00000000,9281.54000000,9294.69000000,9363.06600000,9404.75100000,9538.75700000,35.84598631,5.10355855,9363.06600000,9404.75100000,9538.75700000,35.84598631,5.10355855,62.12189544
20200622 000000,9294.69000000,9780.00000000,9277.09000000,9685.69000000,9407.17600000,9426.80700000,9547.13950000,47.53500942,25.37536555,9407.17600000,9426.80700000,9547.13950000,47.53500942,25.37536555,54.77258946
20200623 000000,9685.69000000,9720.00000000,9577.03000000,9624.89000000,9454.89000000,9441.96200000,9545.07200000,46.32066155,36.11851502,9454.89000000,9441.96200000,9545.07200000,46.32066155,36.11851502,51.04177458
20200624 000000,9624.33000000,9670.00000000,9208.00000000,9296.49000000,9452.14200000,9437.40100000,9520.44350000,36.75010469,17.92675447,9452.14200000,9437.40100000,9520.44350000,36.75010469,17.92675447,44.41877055
20200625 000000,9298.33000000,9340.00000000,9009.69000000,9249.49000000,9430.25000000,9419.74800000,9501.86000000,49.07077278,-0.27963064,9430.25000000,9419.74800000,9501.86000000,49.07077278,-0.27963064,35.47909031
20200626 000000,9249.49000000,9298.00000000,9045.45000000,9162.21000000,9403.75400000,9383.41000000,9476.65550000,40.32674228,-21.50321292,9403.75400000,9383.41000000,9476.65550000,40.32674228,-21.50321292,24.08262967
20200627 000000,9162.21000000,9196.24000000,8833.00000000,9012.00000000,9269.01600000,9338.09600000,9439.90600000,36.49283272,-49.86888892,9269.01600000,9338.09600000,9439.90600000,36.49283272,-49.86888892,9.29232595
20200628 000000,9012.00000000,9191.00000000,8948.06000000,9116.35000000,9167.30800000,9311.09900000,9406.62300000,43.28472755,-63.20018620,9167.30800000,9311.09900000,9406.62300000,43.28472755,-63.20018620,-5.20617648
20200629 000000,9116.16000000,9238.00000000,9024.67000000,9192.56000000,9146.52200000,9299.33200000,9377.62950000,43.02338091,-66.84527453,9146.52200000,9299.33200000,9377.62950000,43.02338091,-66.84527453,-17.53399609
20200630 000000,9192.93000000,9205.00000000,9064.89000000,9138.55000000,9124.33400000,9277.29200000,9340.30700000,38.11010076,-73.24783349,9124.33400000,9277.29200000,9340.30700000,38.11010076,-73.24783349,-28.67676357
20200701 000000,9138.08000000,9292.00000000,9080.10000000,9232.00000000,9138.29200000,9271.02300000,9337.88700000,42.98024810,-69.97464939,9138.29200000,9271.02300000,9337.88700000,42.98024810,-69.97464939,-36.93634074
20200702 000000,9231.99000000,9261.96000000,8940.00000000,9086.54000000,9153.20000000,9211.10800000,9318.95750000,41.32199347,-78.21640373,9153.20000000,9211.10800000,9318.95750000,41.32199347,-78.21640373,-45.19235333
20200703 000000,9086.54000000,9125.00000000,9037.47000000,9058.26000000,9141.58200000,9154.44500000,9298.20350000,42.49834765,-86.03821806,9141.58200000,9154.44500000,9298.20350000,42.49834765,-86.03821806,-53.36152628
20200704 000000,9057.79000000,9190.00000000,9040.04000000,9135.46000000,9130.16200000,9138.34200000,9287.87150000,43.45720793,-85.02752310,9130.16200000,9138.34200000,9287.87150000,43.45720793,-85.02752310,-59.69472564
20200705 000000,9135.00000000,9145.24000000,8893.03000000,9069.41000000,9116.33400000,9120.33400000,9270.04100000,43.41170966,-88.53563932,9116.33400000,9120.33400000,9270.04100000,43.41170966,-88.53563932,-65.46290838
20200706 000000,9069.41000000,9375.00000000,9055.92000000,9344.20000000,9138.77400000,9138.53300000,9260.97150000,39.28484019,-68.35464046,9138.77400000,9138.53300000,9260.97150000,39.28484019,-68.35464046,-66.04125480
20200707 000000,9342.47000000,9379.42000000,9203.00000000,9257.39000000,9172.94400000,9163.07200000,9250.58400000,38.65390553,-58.68936056,9172.94400000,9163.07200000,9250.58400000,38.65390553,-58.68936056,-64.57087595
20200708 000000,9257.40000000,9470.00000000,9231.00000000,9436.06000000,9248.50400000,9195.04300000,9253.07100000,54.74802180,-36.19514570,9248.50400000,9195.04300000,9253.07100000,54.74802180,-36.19514570,-58.89572990
20200709 000000,9436.06000000,9440.79000000,9160.00000000,9232.43000000,9267.89800000,9199.03000000,9249.18100000,49.47552878,-34.40298140,9267.89800000,9199.03000000,9249.18100000,49.47552878,-34.40298140,-53.99718020
20200710 000000,9232.42000000,9317.48000000,9125.00000000,9288.34000000,9311.68400000,9214.00900000,9245.65050000,53.95384413,-28.14675032,9311.68400000,9214.00900000,9245.65050000,53.95384413,-28.14675032,-48.82709422
20200711 000000,9288.34000000,9299.28000000,9178.25000000,9234.03000000,9289.65000000,9214.21200000,9242.61750000,57.40529507,-27.25680574,9289.65000000,9214.21200000,9242.61750000,57.40529507,-27.25680574,-44.51303653
20200712 000000,9234.02000000,9345.00000000,9157.50000000,9302.75000000,9298.72200000,9235.83300000,9223.47050000,56.36829518,-20.76699953,9298.72200000,9235.83300000,9223.47050000,56.36829518,-20.76699953,-39.76382913
20200713 000000,9303.31000000,9343.82000000,9200.89000000,9242.62000000,9260.03400000,9254.26900000,9204.35700000,51.72928383,-20.24242771,9260.03400000,9254.26900000,9204.35700000,51.72928383,-20.24242771,-35.85954884
20200714 000000,9242.61000000,9279.54000000,9113.00000000,9255.85000000,9264.71800000,9266.30800000,9202.32500000,54.16951032,-18.54537084,9264.71800000,9266.30800000,9202.32500000,54.16951032,-18.54537084,-32.39671324
20200715 000000,9255.85000000,9276.49000000,9160.57000000,9197.60000000,9246.57000000,9279.12700000,9199.73050000,48.74584378,-21.65114827,9246.57000000,9279.12700000,9199.73050000,48.74584378,-21.65114827,-30.24760025
20200716 000000,9197.60000000,9226.15000000,9047.25000000,9133.72000000,9226.50800000,9258.07900000,9198.30600000,51.82888065,-28.93355340,9226.50800000,9258.07900000,9198.30600000,51.82888065,-28.93355340,-29.98479088
