20200301 000000,8523.61000000,8613.57000000,8511.11000000,8547.25000000
20200301 010000,8546.65000000,8649.00000000,8514.06000000,8639.28000000
20200301 020000,8640.23000000,8675.00000000,8617.73000000,8630.86000000
20200301 030000,8631.94000000,8665.86000000,8616.45000000,8620.36000000
20200301 040000,8620.17000000,8634.73000000,8560.45000000,8580.73000000
20200301 050000,8580.72000000,8592.80000000,8538.00000000,8586.83000000
20200301 060000,8586.50000000,8588.01000000,8521.00000000,8543.48000000
20200301 070000,8543.57000000,8567.37000000,8520.58000000,8541.16000000
20200301 080000,8541.15000000,8594.87000000,8518.00000000,8532.00000000
20200301 090000,8531.29000000,8589.93000000,8522.00000000,8539.63000000
20200301 100000,8540.08000000,8585.75000000,8539.64000000,8570.43000000
20200301 110000,8570.43000000,8650.00000000,8550.34000000,8648.37000000
20200301 120000,8647.42000000,8750.00000000,8558.00000000,8575.00000000
20200301 130000,8574.67000000,8625.29000000,8535.24000000,8609.34000000
20200301 140000,8609.69000000,8629.31000000,8555.15000000,8565.00000000
20200301 150000,8564.78000000,8599.95000000,8542.45000000,8557.80000000
20200301 160000,8557.80000000,8582.73000000,8454.57000000,8522.30000000
20200301 170000,8523.13000000,8529.97000000,8460.90000000,8500.00000000
20200301 180000,8499.87000000,8512.10000000,8456.22000000,8457.63000000
20200301 190000,8458.03000000,8571.86000000,8411.00000000,8542.20000000
20200301 200000,8541.22000000,8565.24000000,8488.00000000,8492.20000000
20200301 210000,8492.21000000,8540.09000000,8470.00000000,8526.44000000
20200301 220000,8526.41000000,8583.00000000,8516.00000000,8561.75000000
20200301 230000,8561.56000000,8591.82000000,8530.07000000,8531.88000000
20200302 000000,8530.30000000,8572.22000000,8498.00000000,8558.04000000
20200302 010000,8559.30000000,8572.54000000,8518.50000000,8560.40000000
20200302 020000,8560.28000000,8651.90000000,8556.82000000,8626.06000000
20200302 030000,8625.20000000,8648.63000000,8601.01000000,8601.99000000
20200302 040000,8601.99000000,8645.00000000,8596.36000000,8643.24000000
20200302 050000,8643.32000000,8663.43000000,8620.24000000,8658.00000000
20200302 060000,8658.01000000,8699.50000000,8624.56000000,8624.89000000
20200302 070000,8624.78000000,8650.00000000,8602.48000000,8625.39000000
20200302 080000,8625.39000000,8671.37000000,8619.63000000,8665.07000000
20200302 090000,8666.05000000,8712.66000000,8652.82000000,8697.04000000
20200302 100000,8697.04000000,8774.00000000,8694.75000000,8722.10000000
20200302 110000,8722.05000000,8776.98000000,8651.00000000,8758.35000000
20200302 120000,8758.39000000,8783.00000000,8718.95000000,8753.44000000
20200302 130000,8753.44000000,8854.70000000,8753.27000000,8829.41000000
20200302 140000,8828.96000000,8885.00000000,8810.25000000,8814.89000000
20200302 150000,8814.40000000,8855.00000000,8773.00000000,8829.21000000
20200302 160000,8829.21000000,8875.00000000,8818.66000000,8858.58000000
20200302 170000,8858.40000000,8917.99000000,8851.09000000,8868.33000000
20200302 180000,8868.26000000,8890.00000000,8837.00000000,8859.99000000
20200302 190000,8859.99000000,8885.00000000,8823.00000000,8883.12000000
20200302 200000,8882.88000000,8884.98000000,8850.00000000,8882.24000000
20200302 210000,8882.23000000,8940.22000000,8880.77000000,8935.09000000
20200302 220000,8935.75000000,8965.75000000,8909.52000000,8910.84000000
20200302 230000,8911.61000000,8916.86000000,8877.00000000,8915.24000000
20200303 000000,8911.18000000,8919.65000000,8813.82000000,8840.14000000
20200303 010000,8840.15000000,8861.29000000,8815.00000000,8815.77000000
20200303 020000,8815.77000000,8866.35000000,8804.16000000,8864.99000000
20200303 030000,8864.99000000,8887.55000000,8846.00000000,8866.60000000
20200303 040000,8865.90000000,8867.89000000,8825.08000000,8841.33000000
20200303 050000,8841.00000000,8856.00000000,8812.00000000,8850.49000000
20200303 060000,8850.49000000,8853.72000000,8780.00000000,8783.83000000
20200303 070000,8783.92000000,8785.98000000,8746.42000000,8756.08000000
20200303 080000,8755.64000000,8791.87000000,8735.37000000,8772.22000000
20200303 090000,8772.16000000,8825.33000000,8752.50000000,8821.09000000
20200303 100000,8822.11000000,8865.00000000,8800.00000000,8829.04000000
20200303 110000,8829.46000000,8866.96000000,8819.00000000,8858.22000000
20200303 120000,8858.45000000,8898.74000000,8763.00000000,8788.59000000
20200303 130000,8786.16000000,8802.71000000,8760.83000000,8798.14000000
