Date,Open,High,Low,Close,5EMA,10EMA,20EMA,RSI,MACD,Signal
20200301 000000,8523.61000000,8675.00000000,8511.11000000,8541.16000000
20200301 080000,8541.15000000,8750.00000000,8518.00000000,8557.80000000
20200301 160000,8557.80000000,8591.82000000,8411.00000000,8531.88000000
20200302 000000,8530.30000000,8699.50000000,8498.00000000,8625.39000000
20200302 080000,8625.39000000,8885.00000000,8619.63000000,8829.21000000
20200302 160000,8829.21000000,8965.75000000,8818.66000000,8915.24000000
20200303 000000,8911.18000000,8919.65000000,8746.42000000,8756.08000000
20200303 080000,8755.64000000,8898.74000000,8675.45000000,8753.01000000
20200303 160000,8753.01000000,8790.00000000,8651.00000000,8760.07000000
20200304 000000,8760.07000000,8848.29000000,8728.00000000,8816.27000000
20200304 080000,8816.32000000,8829.40000000,8660.00000000,8700.00000000
20200304 160000,8700.00000000,8761.52000000,8665.00000000,8750.87000000
20200305 000000,8750.99000000,8942.00000000,8746.54000000,8895.05000000
20200305 080000,8895.24000000,9136.63000000,8891.36000000,9085.48000000
20200305 160000,9085.52000000,9159.42000000,9015.00000000,9054.68000000
20200306 000000,9054.64000000,9138.31000000,8985.50000000,9100.91000000
20200306 080000,9101.62000000,9170.00000000,9000.00000000,9001.40000000
20200306 160000,9001.70000000,9137.50000000,9000.00000000,9131.88000000
20200307 000000,9130.89000000,9143.55000000,9050.00000000,9085.23000000
20200307 080000,9085.23000000,9135.94000000,9069.30000000,9113.61000000
20200307 160000,9113.46000000,9188.00000000,8835.00000000,8886.66000000
20200308 000000,8885.25000000,8886.76000000,8695.73000000,8740.29000000
20200308 080000,8740.59000000,8752.36000000,8321.00000000,8400.83000000
20200308 160000,8400.85000000,8403.00000000,8000.00000000,8033.31000000
20200309 000000,8034.76000000,8179.31000000,7675.28000000,7899.71000000
20200309 080000,7899.72000000,7991.08000000,7632.01000000,7765.32000000
20200309 160000,7765.32000000,7947.57000000,7689.00000000,7929.87000000
20200310 000000,7929.87000000,7969.87000000,7850.00000000,7900.14000000
20200310 080000,7900.89000000,8149.00000000,7739.97000000,7767.28000000
20200310 160000,7766.29000000,8038.11000000,7728.01000000,7894.56000000
20200311 000000,7894.57000000,7965.49000000,7813.00000000,7860.93000000
20200311 080000,7861.62000000,7921.12000000,7736.00000000,7778.76000000
20200311 160000,7778.76000000,7980.00000000,7590.00000000,7934.52000000
20200312 000000,7934.58000000,7966.17000000,7342.43000000,7392.13000000
20200312 080000,7392.12000000,7466.00000000,5550.00000000,6132.13000000
20200312 160000,6132.13000000,6229.97000000,4410.00000000,4800.00000000
20200313 000000,4800.01000000,5523.23000000,3782.13000000,5385.87000000
20200313 080000,5386.11000000,5955.00000000,4920.00000000,5212.37000000
20200313 160000,5207.63000000,5699.00000000,4807.00000000,5578.60000000
20200314 000000,5576.05000000,5640.52000000,5322.02000000,5500.40000000
20200314 080000,5500.61000000,5530.00000000,5173.00000000,5311.38000000
20200314 160000,5310.96000000,5498.00000000,5055.13000000,5172.06000000
20200315 000000,5172.48000000,5332.04000000,5093.10000000,5272.23000000
20200315 080000,5272.35000000,5594.00000000,5213.16000000,5324.48000000
20200315 160000,5324.92000000,5940.00000000,5160.00000000,5361.30000000
20200316 000000,5360.33000000,5365.42000000,4778.00000000,4785.67000000
20200316 080000,4789.99000000,5175.00000000,4442.12000000,5151.39000000
20200316 160000,5144.53000000,5200.00000000,4820.00000000,5028.97000000
20200317 000000,5028.86000000,5415.87000000,4921.45000000,5343.72000000
20200317 080000,5345.19000000,5440.00000000,5051.00000000,5362.99000000
20200317 160000,5363.84000000,5525.00000000,5290.00000000,5312.64000000
20200318 000000,5312.64000000,5436.17000000,5104.92000000,5148.73000000
20200318 080000,5148.73000000,5390.00000000,5009.37000000,5328.89000000
20200318 160000,5328.59000000,5412.00000000,5140.54000000,5393.04000000
20200319 000000,5393.26000000,5450.00000000,5252.53000000,5414.19000000
20200319 080000,5414.19000000,5920.00000000,5376.10000000,5895.10000000
20200319 160000,5895.71000000,6400.00000000,5798.26000000,6162.37000000
20200320 000000,6162.05000000,6350.00000000,6055.55000000,6318.39000000
20200320 080000,6318.41000000,6900.00000000,6310.58000000,6614.66000000
20200320 160000,6614.32000000,6664.99000000,5670.00000000,6208.36000000
20200321 000000,6204.57000000,6380.00000000,6026.00000000,6151.16000000
20200321 080000,6151.17000000,6275.00000000,5860.02000000,6212.08000000
20200321 160000,6213.48000000,6456.98000000,6043.00000000,6186.98000000
20200322 000000,6187.04000000,6407.87000000,6104.00000000,6289.34000000
20200322 080000,6289.34000000,6317.74000000,5915.00000000,6076.14000000
20200322 160000,6076.14000000,6145.00000000,5734.01000000,5816.19000000
20200323 000000,5816.05000000,5993.24000000,5688.00000000,5855.59000000
20200323 080000,5855.00000000,6600.00000000,5728.99000000,6231.74000000
20200323 160000,6230.41000000,6509.03000000,6225.36000000,6467.31000000
20200324 000000,6465.25000000,6666.00000000,6371.33000000,6566.06000000
20200324 080000,6563.82000000,6833.00000000,6461.01000000,6587.52000000
20200324 160000,6587.63000000,6792.15000000,6510.01000000,6744.72000000
20200325 000000,6744.69000000,6746.70000000,6524.16000000,6675.21000000
20200325 080000,6676.93000000,6957.96000000,6450.00000000,6617.27000000
20200325 160000,6617.19000000,6705.96000000,6552.00000000,6677.43000000
20200326 000000,6677.42000000,6780.00000000,6554.21000000,6589.92000000
20200326 080000,6591.91000000,6688.00000000,6510.00000000,6617.04000000
20200326 160000,6617.91000000,6765.00000000,6592.23000000,6737.36000000
20200327 000000,6737.27000000,6842.59000000,6620.00000000,6699.92000000
20200327 080000,6699.91000000,6703.81000000,6573.41000000,6622.86000000
20200327 160000,6622.87000000,6700.00000000,6261.00000000,6359.11000000
20200328 000000,6359.11000000,6360.00000000,6068.88000000,6184.31000000
20200328 080000,6184.31000000,6319.86000000,6155.39000000,6215.00000000
20200328 160000,6215.00000000,6295.00000000,6024.00000000,6236.65000000
20200329 000000,6236.65000000,6266.00000000,6116.00000000,6153.90000000
20200329 080000,6153.60000000,6210.00000000,6067.60000000,6129.79000000
20200329 160000,6129.91000000,6164.94000000,5866.56000000,5881.42000000
20200330 000000,5880.50000000,6330.01000000,5857.76000000,6242.69000000
20200330 080000,6242.69000000,6444.00000000,6230.24000000,6343.58000000
20200330 160000,6343.90000000,6599.00000000,6303.34000000,6394.38000000
20200331 000000,6394.45000000,6523.23000000,6378.00000000,6445.09000000
20200331 080000,6445.11000000,6505.50000000,6321.40000000,6454.12000000
20200331 160000,6454.12000000,6494.90000000,6386.89000000,6410.44000000
20200401 000000,6412.14000000,6426.52000000,6239.34000000,6331.96000000
20200401 080000,6330.87000000,6340.81000000,6170.00000000,6230.09000000
20200401 160000,6230.01000000,6679.94000000,6150.11000000,6642.92000000
20200402 000000,6643.36000000,6744.00000000,6551.00000000,6644.00000000
20200402 080000,6643.99000000,6831.59000000,6602.58000000,6805.00000000
20200402 160000,6805.00000000,7198.00000000,6651.00000000,6794.09000000
20200403 000000,6793.86000000,6955.00000000,6723.12000000,6931.46000000
20200403 080000,6931.74000000,7048.00000000,6672.10000000,6711.90000000
20200403 160000,6713.34000000,6813.00000000,6602.10000000,6734.10000000
20200404 000000,6732.97000000,6802.94000000,6666.44000000,6729.54000000
20200404 080000,6729.54000000,6900.00000000,6650.01000000,6730.01000000
20200404 160000,6730.01000000,6990.41000000,6711.76000000,6856.99000000
20200405 000000,6857.41000000,6895.54000000,6744.00000000,6773.22000000
20200405 080000,6773.56000000,6843.59000000,6745.87000000,6784.74000000
20200405 160000,6783.64000000,6840.00000000,6677.52000000,6772.78000000
20200406 000000,6772.78000000,7100.39000000,6765.00000000,7031.54000000
20200406 080000,7030.48000000,7163.00000000,7010.00000000,7143.00000000
20200406 160000,7142.99000000,7355.14000000,7080.00000000,7329.90000000
20200407 000000,7329.90000000,7454.00000000,7226.07000000,7378.08000000
20200407 080000,7377.26000000,7459.69000000,7260.00000000,7318.04000000
20200407 160000,7318.30000000,7388.04000000,7077.00000000,7197.32000000
20200408 000000,7197.32000000,7420.00000000,7150.00000000,7321.85000000
20200408 080000,7320.76000000,7342.91000000,7200.00000000,7276.83000000
20200408 160000,7277.42000000,7390.00000000,7251.64000000,7361.28000000
20200409 000000,7360.26000000,7371.92000000,7234.96000000,7330.00000000
