20200325 000000,6744.69000000,6957.96000000,6450.00000000,6521.36000000,6461.53600000,6279.15000000,5865.26300000,68.90802095,-48.77673515,-235.84981814
20200325 120000,6522.00000000,6799.00000000,6500.00000000,6677.43000000,6628.36400000,6326.05700000,5931.06950000,68.06338830,-12.45885625,-191.17162576
20200326 000000,6677.42000000,6780.00000000,6554.21000000,6603.31000000,6655.56400000,6374.51600000,6032.95550000,64.43083872,10.22459708,-150.89238119
20200326 120000,6603.41000000,6765.00000000,6510.00000000,6737.36000000,6656.83600000,6429.55400000,6118.37500000,59.60214691,38.57346113,-112.99921273
20200327 000000,6737.27000000,6842.59000000,6599.61000000,6620.58000000,6632.00800000,6476.25500000,6186.02350000,49.24595233,51.02874252,-80.19362168
20200327 120000,6620.59000000,6700.00000000,6261.00000000,6359.11000000,6599.55800000,6530.54700000,6238.34700000,53.11072317,39.34762403,-56.28537254
20200328 000000,6359.11000000,6360.00000000,6068.88000000,6236.78000000,6511.42800000,6569.89600000,6293.16650000,52.40373652,19.98882609,-41.03053281
20200328 120000,6237.01000000,6295.00000000,6024.00000000,6236.65000000,6438.09600000,6546.83000000,6335.34700000,51.04015279,4.58351344,-31.90772356
20200329 000000,6236.65000000,6266.00000000,6082.60000000,6138.35000000,6318.29400000,6487.56500000,6361.17150000,49.68970691,-15.38000517,-28.60217988
20200329 120000,6138.36000000,6164.94000000,5866.56000000,5881.42000000,6170.46200000,6401.23500000,6347.12400000,51.37495942,-51.34150830,-33.15004557
20200330 000000,5880.50000000,6395.00000000,5857.76000000,6355.56000000,6169.75200000,6384.65500000,6331.90250000,59.08566888,-41.10825282,-34.74168702
20200330 120000,6355.55000000,6599.00000000,6260.62000000,6394.38000000,6201.27200000,6356.35000000,6341.20350000,48.36766029,-29.52552271,-33.69845416
20200331 000000,6394.45000000,6523.23000000,6330.01000000,6387.19000000,6231.38000000,6334.73800000,6354.62700000,41.30655757,-20.68782222,-31.09632777
20200331 120000,6387.73000000,6500.00000000,6321.40000000,6410.44000000,6285.79800000,6302.04600000,6365.80000000,41.58807010,-11.67323840,-27.21170989
20200401 000000,6412.14000000,6426.52000000,6239.34000000,6296.87000000,6368.88800000,6269.67500000,6372.96500000,44.02045654,-13.53721701,-24.47681132
20200401 120000,6297.00000000,6679.94000000,6150.11000000,6642.92000000,6426.36000000,6298.05600000,6414.30150000,49.16526779,12.76179937,-17.02908918
20200402 000000,6643.36000000,6744.00000000,6551.00000000,6690.60000000,6485.60400000,6343.43800000,6456.66700000,52.13873739,37.02454098,-6.21836315
20200402 120000,6690.60000000,7198.00000000,6620.34000000,6794.09000000,6566.98400000,6399.18200000,6473.00600000,51.41110276,63.86749192,7.79880786
20200403 000000,6793.86000000,7048.00000000,6723.12000000,7004.42000000,6685.78000000,6485.78900000,6486.67700000,59.12306054,100.94892081,26.42883045
20200403 120000,7004.94000000,7013.87000000,6602.10000000,6734.10000000,6773.22600000,6571.05700000,6486.14600000,58.87537692,107.28691871,42.60044810
20200404 000000,6732.97000000,6900.00000000,6650.01000000,6697.01000000,6784.04400000,6605.20200000,6494.92850000,61.35086741,108.07119719,55.69459792
20200404 120000,6696.68000000,6990.41000000,6665.00000000,6856.99000000,6817.32200000,6651.46300000,6503.90650000,64.18153388,120.21601711,68.59888176
20200405 000000,6857.41000000,6895.54000000,6744.00000000,6776.60000000,6813.82400000,6690.40400000,6512.57100000,64.71144139,121.94832882,79.26877117
20200405 120000,6777.11000000,6840.00000000,6677.52000000,6772.78000000,6767.49600000,6726.63800000,6514.34200000,73.25950358,121.61109921,87.73723678
20200406 000000,6772.78000000,7148.00000000,6765.00000000,7099.00000000,6840.47600000,6806.85100000,6538.26300000,71.02250877,145.98425436,99.38664030
20200406 120000,7099.01000000,7355.14000000,7030.02000000,7329.90000000,6967.05400000,6875.54900000,6586.80250000,73.86189728,181.83576619,115.87646547
20200407 000000,7329.90000000,7454.00000000,7226.07000000,7381.01000000,7071.85800000,6944.59000000,6644.01400000,74.79343379,211.92950604,135.08707359
20200407 120000,7381.03000000,7459.69000000,7077.00000000,7197.32000000,7156.00200000,6984.91300000,6692.04750000,68.17577057,218.43873804,151.75740648
20200408 000000,7197.32000000,7420.00000000,7150.00000000,7292.92000000,7260.03000000,7013.76300000,6749.77600000,73.19988634,228.67544417,167.14101402
20200408 120000,7292.26000000,7390.00000000,7200.00000000,7361.28000000,7312.48600000,7076.48100000,6823.76900000,69.21796916,239.54288692,181.62138860
20200409 000000,7360.26000000,7371.92000000,7150.00000000,7183.98000000,7283.30200000,7125.17800000,6865.19000000,62.34314020,231.18384194,191.53387926
20200409 120000,7184.00000000,7350.00000000,7108.08000000,7283.54000000,7263.80800000,7167.83300000,6909.64800000,62.26894674,229.94226718,199.21555685
20200410 000000,7283.54000000,7295.75000000,6853.70000000,6898.24000000,7203.99200000,7179.99700000,6935.20050000,47.55305028,195.61291640,198.49502876
20200410 120000,6898.24000000,6948.00000000,6739.98000000,6858.92000000,7117.19200000,7188.61100000,6957.62450000,53.21926712,163.35085619,191.46619424
20200411 000000,6858.92000000,6944.30000000,6830.00000000,6878.21000000,7020.57800000,7166.53200000,6986.69150000,54.71668645,137.75156850,180.72326909
20200411 120000,6878.38000000,6888.92000000,6760.00000000,6876.83000000,6959.14800000,7121.22500000,6998.38700000,50.56291992,116.01524260,167.78166380
20200412 000000,6876.84000000,6906.26000000,6780.00000000,6847.18000000,6871.87600000,7067.84200000,7006.21600000,52.06193398,95.29800444,153.28493192
20200412 120000,6846.83000000,7177.00000000,6846.66000000,6903.79000000,6872.98600000,7038.48900000,7011.70100000,53.71282499,82.49643034,139.12723161
20200413 000000,6903.79000000,6903.79000000,6575.00000000,6771.01000000,6855.40400000,6986.29800000,7000.03050000,39.56011077,60.93444003,123.48867329
20200413 120000,6771.01000000,6891.10000000,6603.00000000,6837.91000000,6847.34400000,6933.96100000,7005.22100000,32.51448271,48.68348534,108.52763570
20200414 000000,6838.04000000,6921.35000000,6754.28000000,6827.82000000,6837.54200000,6898.34500000,7011.76150000,29.74894387,37.72546117,94.36720080
20200414 120000,6827.78000000,6978.00000000,6797.41000000,6868.70000000,6841.84600000,6856.86100000,7012.34700000,36.56522379,31.97127744,81.88801612
20200415 000000,6868.57000000,6933.00000000,6750.00000000,6783.00000000,6817.68800000,6845.33700000,7012.66700000,28.98311791,20.26220156,69.56285321
20200415 120000,6782.86000000,6783.47000000,6605.00000000,6621.24000000,6787.73400000,6821.56900000,7005.09000000,21.67896397,-2.04641575,55.24099942
20200416 000000,6621.25000000,7147.28000000,6468.27000000,7023.99000000,6824.95000000,6836.14700000,7001.33950000,44.77829200,12.62684893,46.71816932
20200416 120000,7023.98000000,7190.00000000,6930.00000000,7101.94000000,6879.77400000,6858.65800000,6989.94150000,43.98818825,30.19733438,43.41400233
20200417 000000,7101.99000000,7138.26000000,7015.00000000,7074.61000000,6920.95600000,6881.40100000,6974.62150000,57.65235727,41.43908413,43.01901869
20200417 120000,7075.23000000,7148.12000000,6972.98000000,7027.55000000,6969.86600000,6893.77700000,6966.13300000,57.26772000,46.02040847,43.61929665
20200418 000000,7026.78000000,7120.93000000,7014.40000000,7104.52000000,7066.52200000,6927.12800000,6956.71300000,59.29167933,55.22537302,45.94051192
20200418 120000,7104.52000000,7293.08000000,7078.74000000,7248.60000000,7111.44400000,6968.19700000,6951.07900000,63.66289112,73.30145212,51.41269996
20200419 000000,7248.60000000,7266.15000000,7100.00000000,7163.19000000,7123.69400000,7001.73400000,6950.03950000,61.15641791,79.81494483,57.09314893
20200419 120000,7162.66000000,7210.00000000,7055.60000000,7120.74000000,7132.92000000,7026.93800000,6941.89950000,57.73655419,80.62221183,61.79896151
20200420 000000,7121.40000000,7220.00000000,6955.37000000,6966.55000000,7120.72000000,7045.29300000,6945.31500000,56.86818591,68.03585735,63.04634068
20200420 120000,6965.42000000,7094.26000000,6751.00000000,6826.83000000,7065.18200000,7065.85200000,6943.71050000,49.62976329,46.25366102,59.68780475
20200421 000000,6828.98000000,6917.00000000,6762.00000000,6793.29000000,6974.12000000,7042.78200000,6939.46450000,48.86398779,25.98517488,52.94727877
20200421 120000,6792.79000000,6940.00000000,6782.00000000,6841.37000000,6909.75600000,7016.72500000,6937.69150000,49.10510219,13.64462107,45.08674723
20200422 000000,6841.36000000,6974.57000000,6818.00000000,6955.80000000,6876.76800000,7004.84400000,6943.12250000,55.55369861,12.94892083,38.65918195
20200422 120000,6955.81000000,7156.38000000,6928.43000000,7125.14000000,6908.48600000,7014.60300000,6954.19000000,66.11654833,25.76489448,36.08032446
20200423 000000,7125.12000000,7183.00000000,7020.00000000,7133.39000000,6969.79800000,7017.49000000,6972.30900000,54.68001369,36.17040211,36.09833999
20200423 120000,7133.89000000,7738.00000000,7108.23000000,7482.39000000,7107.61800000,7040.86900000,7004.53300000,63.21144564,71.75112288,43.22889657
20200424 000000,7483.96000000,7615.96000000,7457.95000000,7494.03000000,7238.15000000,7073.95300000,7037.84350000,64.72517133,99.73862635,54.53084252
20200424 120000,7494.03000000,7550.00000000,7388.00000000,7505.00000000,7347.99000000,7112.37900000,7069.65850000,67.19834014,121.40463475,67.90560097
20200425 000000,7505.00000000,7601.50000000,7431.07000000,7532.97000000,7429.55600000,7169.02100000,7107.15700000,65.99804342,139.22712413,82.16990560
20200425 120000,7532.35000000,7705.00000000,7476.54000000,7538.67000000,7510.61200000,7240.20500000,7153.02850000,62.07930440,152.05867992,96.14766047
20200426 000000,7539.03000000,7678.00000000,7522.17000000,7660.40000000,7546.21400000,7326.91600000,7184.84900000,70.09725063,170.08968597,110.93606557
20200426 120000,7660.39000000,7700.00000000,7480.00000000,7693.10000000,7586.02800000,7412.08900000,7214.40700000,73.31861219,184.88674557,125.72620157
20200427 000000,7693.10000000,7792.02000000,7630.00000000,7717.89000000,7628.60600000,7488.29800000,7246.57100000,84.21838850,196.35046183,139.85105362
20200427 120000,7717.89000000,7779.00000000,7606.00000000,7774.62000000,7676.93600000,7553.24600000,7283.92450000,96.69514322,207.61986389,153.40481567
20200428 000000,7773.51000000,7780.00000000,7659.12000000,7728.62000000,7714.92600000,7612.76900000,7315.12950000,95.52237353,210.41361350,164.80657524
20200428 120000,7728.62000000,7770.00000000,7665.21000000,7738.98000000,7730.64200000,7638.42800000,7339.64850000,95.35170421,211.03101147,174.05146249
20200429 000000,7738.58000000,8174.85000000,7710.05000000,8126.98000000,7817.41800000,7701.72300000,7387.83800000,96.35839706,240.06138297,187.25344658
20200429 120000,8126.97000000,8952.89000000,8119.60000000,8778.57000000,8029.55400000,7829.08000000,7470.72950000,97.36454627,312.04892323,212.21254191
20200430 000000,8778.58000000,9460.00000000,8542.57000000,8839.63000000,8242.55600000,7959.74600000,7564.38350000,97.44194323,369.76418784,243.72287110
20200430 120000,8837.98000000,8915.00000000,8401.00000000,8620.00000000,8420.83200000,8067.87900000,7654.04200000,84.08324195,393.24852122,273.62800112
20200501 000000,8620.00000000,9059.18000000,8613.56000000,8995.66000000,8672.16800000,8201.40500000,7764.16050000,86.93338056,437.13364257,306.32912941
20200501 120000,8995.73000000,9022.00000000,8655.31000000,8826.96000000,8812.16400000,8314.79100000,7863.44000000,80.17319298,453.07744257,335.67879204
20200502 000000,8825.67000000,8887.00000000,8753.00000000,8834.00000000,8823.25000000,8426.40200000,7957.35000000,79.98193290,460.96734352,360.73650234
20200502 120000,8834.84000000,9010.00000000,8811.00000000,8972.05000000,8849.73400000,8546.14500000,8049.69550000,81.13282132,472.90823635,383.17084914
20200503 000000,8972.58000000,9200.00000000,8911.35000000,9045.50000000,8934.83400000,8677.83300000,8145.30100000,80.72864901,482.73362833,403.08340498
20200503 120000,9045.62000000,9094.00000000,8712.00000000,8894.16000000,8914.53400000,8793.35100000,8215.88950000,75.31318496,472.85764052,417.03825209
20200504 000000,8894.15000000,8936.10000000,8522.00000000,8672.36000000,8883.61400000,8847.88900000,8274.80600000,68.57371926,442.03790489,422.03818265
20200504 120000,8672.57000000,8950.00000000,8646.52000000,8871.96000000,8891.20600000,8857.22800000,8343.15400000,70.22910614,428.77642648,423.38583141
20200505 000000,8871.92000000,9118.58000000,8760.00000000,8844.73000000,8865.74200000,8857.73800000,8408.74200000,70.71850485,411.32784453,420.97423404
20200505 120000,8845.64000000,9044.00000000,8806.12000000,9021.83000000,8861.00800000,8897.92100000,8482.90000000,72.42548728,407.09744163,418.19887556
20200506 000000,9021.36000000,9349.00000000,8906.21000000,9313.00000000,8944.77600000,8929.65500000,8565.53000000,71.45927872,422.37097279,419.03329500
20200506 120000,9313.96000000,9395.00000000,9079.00000000,9142.92000000,9038.88800000,8961.25100000,8638.02100000,57.98344369,415.95643484,418.41792297
20200507 000000,9143.40000000,9374.93000000,9021.00000000,9280.01000000,9120.49800000,9005.85200000,8716.12700000,59.33823592,417.12650983,418.15964034
20200507 120000,9280.05000000,10067.00000000,9262.00000000,9986.40000000,9348.83200000,9107.28700000,8826.71600000,74.01659226,469.63985623,428.45568352
20200508 000000,9986.30000000,10035.96000000,9705.00000000,9899.75000000,9524.41600000,9192.71200000,8935.27250000,67.68778686,498.51851957,442.46825073
20200508 120000,9899.35000000,10006.98000000,9780.00000000,9800.01000000,9621.81800000,9283.29700000,9038.32400000,69.56485022,507.50666299,455.47593318
20200509 000000,9800.02000000,9914.25000000,9520.00000000,9638.85000000,9721.00400000,9379.94600000,9113.91750000,65.23846489,495.90903561,463.56255367
20200509 120000,9638.85000000,9795.00000000,9525.00000000,9539.40000000,9772.88200000,9446.69000000,9151.95900000,60.90114324,473.23785706,465.49761435
20200510 000000,9539.10000000,9574.83000000,8117.00000000,8737.35000000,9523.07200000,9435.95200000,9146.84500000,45.37430386,386.10131708,449.61835489
20200510 120000,8736.57000000,8837.28000000,8255.00000000,8722.77000000,9287.67600000,9406.04600000,9151.98350000,47.31707623,312.26885623,422.14845516
20200511 000000,8722.77000000,8990.00000000,8478.00000000,8927.43000000,9113.16000000,9367.48900000,9148.57200000,54.01438487,267.19044551,391.15685323
20200511 120000,8926.17000000,9168.00000000,8200.00000000,8561.52000000,8897.69400000,9309.34900000,9135.30000000,45.35722618,199.63829529,352.85314164
20200512 000000,8562.04000000,8828.72000000,8528.78000000,8800.92000000,8749.99800000,9261.44000000,9133.64600000,49.38390012,163.53517708,314.98954873
20200512 120000,8800.91000000,8978.26000000,8659.00000000,8810.79000000,8764.68600000,9143.87900000,9125.58300000,46.88566200,134.17295993,278.82623097
20200513 000000,8810.99000000,9048.62000000,8792.99000000,9035.98000000,8827.32800000,9057.50200000,9125.10700000,45.83079989,127.60321192,248.58162716
20200513 120000,9036.38000000,9398.00000000,8982.75000000,9309.37000000,8903.71600000,9008.43800000,9145.86750000,52.42955105,142.81069467,227.42744066
20200514 000000,9309.35000000,9939.00000000,9256.76000000,9686.71000000,9128.75400000,9013.22400000,9196.58500000,55.54725052,183.19911342,218.58177521
20200514 120000,9686.71000000,9874.30000000,9541.01000000,9791.98000000,9326.96600000,9038.48200000,9242.58600000,46.82803313,221.15232909,219.09588599
20200515 000000,9791.97000000,9845.62000000,9256.12000000,9592.38000000,9483.28400000,9123.98500000,9279.96850000,45.16350339,232.44499289,221.76570737
20200515 120000,9593.53000000,9616.65000000,9150.00000000,9316.42000000,9539.37200000,9183.35000000,9294.69800000,42.79048133,216.62967259,220.73850041
20200516 000000,9315.96000000,9588.00000000,9220.00000000,9414.53000000,9560.40400000,9232.06000000,9299.77450000,46.59168951,209.59647665,218.51009566
20200516 120000,9414.54000000,9534.85000000,9262.00000000,9381.27000000,9499.31600000,9314.03500000,9311.69200000,47.54806037,199.04435475,214.61694748
20200517 000000,9380.81000000,9579.16000000,9322.10000000,9522.08000000,9445.33600000,9386.15100000,9323.79550000,65.30672752,199.74141758,211.64184150
20200517 120000,9522.50000000,9888.00000000,9521.45000000,9680.04000000,9462.86800000,9473.07600000,9308.47750000,67.68314535,210.61209169,211.43589154
20200518 000000,9681.11000000,9950.00000000,9464.23000000,9634.89000000,9526.56200000,9532.96700000,9295.23450000,63.88690415,213.12715440,211.77414411
20200518 120000,9634.89000000,9755.00000000,9550.01000000,9733.93000000,9590.44200000,9575.42300000,9291.93050000,75.70679939,220.56947243,213.53320977
20200519 000000,9733.93000000,9897.21000000,9474.00000000,9751.98000000,9664.58400000,9581.95000000,9297.58700000,73.09519184,225.32662220,215.89189226
20200519 120000,9752.24000000,9794.00000000,9561.00000000,9775.53000000,9715.27400000,9580.30500000,9309.39350000,73.27276762,228.36454156,218.38642212
20200520 000000,9775.13000000,9842.00000000,9651.00000000,9731.21000000,9725.50800000,9594.18800000,9359.08650000,68.37473108,224.60673432,219.63048456
20200520 120000,9731.22000000,9799.00000000,9326.00000000,9511.43000000,9700.81600000,9613.68900000,9398.51950000,55.49613753,201.57065476,216.01851860
20200521 000000,9511.43000000,9578.47000000,9228.00000000,9389.97000000,9632.02400000,9611.23300000,9421.64650000,40.62326205,171.53622598,207.12206008
20200521 120000,9389.97000000,9395.43000000,8815.00000000,9068.65000000,9495.35800000,9579.97100000,9447.00300000,29.88928863,120.41778491,189.78120504
20200522 000000,9067.51000000,9206.92000000,8933.52000000,9166.00000000,9373.45200000,9544.36300000,9465.25700000,37.43072424,86.76125375,169.17721478
20200522 120000,9166.00000000,9271.00000000,9079.78000000,9170.00000000,9261.21000000,9493.35900000,9483.21750000,44.85942591,59.72253272,147.28627837
20200523 000000,9170.00000000,9307.85000000,9096.07000000,9172.25000000,9193.37400000,9447.09500000,9490.03100000,40.88007227,38.03723809,125.43647032
20200523 120000,9172.26000000,9247.63000000,9070.00000000,9179.15000000,9151.21000000,9391.61700000,9483.52000000,42.23773753,21.16428944,104.58203414
20200524 000000,9179.01000000,9298.00000000,9100.00000000,9119.00000000,9161.28000000,9328.31900000,9455.13450000,33.49764182,2.90526370,84.24668005
20200524 120000,9119.00000000,9179.31000000,8700.00000000,8720.34000000,9072.14800000,9222.80000000,9401.55250000,17.17807357,-43.23528654,58.75028674
20200525 000000,8718.14000000,8881.24000000,8642.72000000,8752.41000000,8988.63000000,9124.92000000,9359.55400000,19.54655256,-76.33428987,31.73337141
20200525 120000,8753.20000000,8979.66000000,8728.41000000,8900.35000000,8934.25000000,9063.81200000,9338.75050000,22.17318734,-89.59516952,7.46766323
20200526 000000,8900.35000000,9017.67000000,8822.74000000,8869.15000000,8872.25000000,9011.73000000,9311.48150000,20.78559846,-101.45260891,-14.31639120
20200526 120000,8869.32000000,8914.56000000,8700.00000000,8841.18000000,8816.68600000,8988.98300000,9284.47700000,19.17089556,-111.81769551,-33.81665206
20200527 000000,8841.00000000,9170.00000000,8811.73000000,9150.74000000,8902.76600000,8987.45700000,9265.91000000,33.70024879,-93.96996911,-45.84731547
20200527 120000,9148.87000000,9225.00000000,9052.32000000,9204.07000000,8993.09800000,8990.86400000,9242.11150000,40.47925856,-74.66157983,-51.61016834
20200528 000000,9204.07000000,9280.78000000,9110.00000000,9266.89000000,9066.40600000,9000.32800000,9223.71150000,46.04376671,-53.67179814,-52.02249430
20200528 120000,9267.22000000,9625.47000000,9251.65000000,9575.89000000,9207.75400000,9040.00200000,9215.80950000,66.43468118,-11.96559542,-44.01111453
20200529 000000,9575.87000000,9605.26000000,9335.00000000,9403.87000000,9320.29200000,9068.48900000,9198.40400000,57.35133231,7.12417133,-33.78405735
20200529 120000,9403.98000000,9478.00000000,9330.00000000,9427.07000000,9375.55800000,9139.16200000,9180.98100000,57.85152742,23.85006641,-22.25723260
20200530 000000,9426.60000000,9600.00000000,9331.23000000,9554.17000000,9445.57800000,9219.33800000,9172.12900000,60.83817653,46.82163587,-8.44145891
20200530 120000,9554.51000000,9740.00000000,9400.00000000,9697.72000000,9531.74400000,9299.07500000,9181.44350000,63.65685753,75.73700641,8.39423416
20200531 000000,9697.72000000,9700.00000000,9500.00000000,9588.96000000,9534.35800000,9371.05600000,9191.39300000,62.06770817,88.85238781,24.48586489
20200531 120000,9588.95000000,9638.00000000,9381.41000000,9448.27000000,9543.23800000,9431.76500000,9210.37400000,71.54646255,86.89227480,36.96714687
20200601 000000,9448.27000000,9619.00000000,9421.67000000,9513.22000000,9560.46800000,9468.01300000,9227.73500000,72.08972818,89.54754495,47.48322648
20200601 120000,9512.80000000,10380.00000000,9491.45000000,10200.77000000,9689.78800000,9567.68300000,9279.27350000,78.74872883,145.45469342,67.07751987
20200602 000000,10202.71000000,10228.99000000,10041.59000000,10115.56000000,9773.35600000,9652.55000000,9326.43900000,76.91204857,180.80160810,89.82233752
20200602 120000,10116.68000000,10190.00000000,9266.00000000,9518.04000000,9759.17200000,9646.76500000,9343.38350000,61.72961882,158.76922949,103.61171591
20200603 000000,9518.02000000,9622.01000000,9365.21000000,9618.57000000,9793.23200000,9668.23500000,9368.36200000,58.74046700,147.71754562,112.43288185
20200603 120000,9617.92000000,9690.00000000,9486.05000000,9666.24000000,9823.83600000,9692.15200000,9415.65700000,58.65302164,141.17816316,118.18193811
20200604 000000,9666.32000000,9687.93000000,9450.00000000,9622.08000000,9708.09800000,9698.94300000,9459.14050000,56.69687131,130.92311236,120.73017296
20200604 120000,9622.18000000,9881.63000000,9605.00000000,9789.06000000,9642.79800000,9708.07700000,9503.57600000,54.24660045,134.71686900,123.52751217
20200605 000000,9788.14000000,9854.75000000,9581.00000000,9696.60000000,9678.51000000,9718.84100000,9544.94850000,56.02243317,128.77822398,124.57765453
20200605 120000,9697.79000000,9755.82000000,9619.47000000,9621.16000000,9679.02800000,9736.13000000,9583.94750000,53.90905392,116.63987562,122.99009875
