Date,Open,High,Low,Close,5SMA,10SMA,20SMA,RSI,MACD,Signal
20250328 16:15:00,83891.33000000,84034.00000000,83671.90000000,83937.16000000,84081.38200000,84209.73100000,84704.72100000,25.973408261143263,-379.58633162319893,-321.76357214644895
20250328 16:30:00,83937.15000000,84044.81000000,83868.56000000,83919.97000000,84017.12600000,84157.06200000,84647.46650000,13.63264143553954,-384.2207382770139,-334.2550053725619
20250328 16:45:00,83919.97000000,83961.15000000,83754.00000000,83794.73000000,83918.87000000,84100.42100000,84574.44000000,12.920346303651982,-393.46375501972216,-346.096755301994
20250328 17:00:00,83794.72000000,83901.19000000,83585.00000000,83658.32000000,83840.30200000,84025.73300000,84498.61900000,12.284529183949388,-407.1032267694827,-358.29804959549176
20250328 17:15:00,83658.31000000,83952.20000000,83612.00000000,83751.21000000,83812.27800000,83983.65300000,84417.40050000,18.370889175060952,-405.7400410831615,-367.7864478930257
20250328 17:30:00,83751.21000000,83930.00000000,83678.00000000,83743.46000000,83773.53800000,83927.46000000,84348.72650000,25.327008364677468,-400.6664335957903,-374.36244503357864
20250328 17:45:00,83743.46000000,84010.41000000,83714.79000000,84008.45000000,83791.23400000,83904.18000000,84297.73550000,39.00941720525249,-370.986582332509,-373.68727249336473
20250328 18:00:00,84008.46000000,84169.52000000,83971.69000000,84076.35000000,83847.55800000,83883.21400000,84234.05300000,39.90235514477867,-338.08884607402433,-366.56758720949665
20250328 18:15:00,84076.35000000,84152.84000000,83787.91000000,83821.40000000,83880.17400000,83860.23800000,84158.46550000,39.37616280126778,-328.79929377949156,-359.0139285234956
20250328 18:30:00,83821.41000000,83953.05000000,83752.12000000,83840.00000000,83897.93200000,83855.10500000,84085.26000000,34.84397491093124,-316.2903933347261,-350.46922148574174
20250328 18:45:00,83839.99000000,83893.48000000,83720.00000000,83880.00000000,83925.24000000,83849.38900000,84029.56000000,38.04749899086152,-299.6946406405623,-340.3143053167058
20250328 19:00:00,83879.99000000,83893.48000000,83677.55000000,83761.99000000,83875.94800000,83833.59100000,83995.32650000,33.46355810254762,-292.690849889972,-330.78961423135905
20250328 19:15:00,83762.00000000,83793.32000000,83636.36000000,83793.32000000,83819.34200000,83833.45000000,83966.93550000,40.664194884569916,-281.3687819242332,-320.90544776993386
20250328 19:30:00,83793.31000000,83803.62000000,83645.27000000,83676.07000000,83790.27600000,83835.22500000,83930.47900000,41.957947905614674,-278.6450103621901,-312.4533602883851
20250328 19:45:00,83676.08000000,83893.48000000,83659.38000000,83790.73000000,83780.42200000,83839.17700000,83911.41500000,44.797003915660234,-264.18889292342647,-302.8004668153934
20250328 20:00:00,83790.74000000,83935.67000000,83714.74000000,83829.86000000,83770.39400000,83847.81700000,83887.63850000,46.84733855336537,-246.73069387112628,-291.58651222654
20250328 20:15:00,83829.86000000,83990.79000000,83810.07000000,83893.00000000,83796.59600000,83836.27200000,83870.22600000,53.59434093386312,-225.20406277464645,-278.3100223361613
20250328 20:30:00,83893.00000000,84160.38000000,83856.16000000,84066.04000000,83851.14000000,83835.24100000,83859.22750000,64.52366703713156,-191.96827986116114,-261.04167384116124
20250328 20:45:00,84066.04000000,84076.00000000,83714.28000000,83794.41000000,83874.80800000,83832.54200000,83846.39000000,51.36503241951988,-185.40966612711782,-245.91527229835256
20250328 21:00:00,83794.41000000,84012.00000000,83697.83000000,83982.53000000,83913.16800000,83846.79500000,83850.95000000,56.781165792086064,-163.15149677847512,-229.36251719437706
20250328 21:15:00,83982.54000000,84074.49000000,83809.18000000,84007.99000000,83948.79400000,83859.59400000,83854.49150000,49.984900408345744,-141.82248664174404,-211.85451108385047
20250328 21:30:00,84007.99000000,84110.36000000,83950.88000000,84029.81000000,83976.15600000,83886.37600000,83859.98350000,48.42465846162149,-121.75488625949947,-193.83458611898027
20250328 21:45:00,84029.80000000,84052.30000000,83840.38000000,84052.29000000,83973.40600000,83912.27300000,83872.86150000,59.27514923634398,-102.85161090294423,-175.63799107577307
20250328 22:00:00,84052.29000000,84259.39000000,84052.29000000,84224.01000000,84059.32600000,83967.06700000,83901.14600000,63.7363266298945,-73.17079276430013,-155.1445514134785
20250328 22:15:00,84224.00000000,84264.94000000,84131.71000000,84235.98000000,84110.01600000,84011.59200000,83925.38450000,62.994247167387165,-48.1278635358467,-133.74121383795213
20250328 22:30:00,84235.98000000,84343.93000000,84235.98000000,84315.36000000,84171.49000000,84060.14200000,83953.97950000,70.78572340793181,-21.626561564436997,-111.31828338324911
20250328 22:45:00,84315.36000000,84480.36000000,84314.57000000,84480.35000000,84261.59800000,84118.87700000,83977.57450000,73.4514845131387,12.544618744403124,-86.54570295771866
20250328 23:00:00,84480.35000000,84538.69000000,84277.57000000,84318.39000000,84314.81800000,84144.11200000,83989.67650000,71.2759191785359,26.254066351088113,-63.9857490959573
20250328 23:15:00,84318.38000000,84375.19000000,84207.54000000,84240.87000000,84318.19000000,84188.75800000,84010.65000000,65.28634301393679,30.511963292505243,-45.0862066182648
20250328 23:30:00,84240.86000000,84423.57000000,84200.01000000,84374.82000000,84345.95800000,84227.98700000,84037.39100000,67.3866435253131,44.18567783871549,-27.23182972686874
20250328 23:45:00,84374.81000000,84444.34000000,84354.28000000,84424.38000000,84367.76200000,84269.62600000,84064.61000000,67.10157054582913,58.348665841142065,-10.115730613266578
20250329 00:00:00,84424.38000000,84470.39000000,84362.04000000,84470.38000000,84365.76800000,84313.68300000,84100.02950000,64.17185397039057,72.44959757135075,6.39733502365689
20250329 00:15:00,84470.39000000,84567.78000000,84436.51000000,84537.73000000,84409.63600000,84362.22700000,84137.25000000,80.40710802761987,88.04434923949884,22.72673786682528
20250329 00:30:00,84537.74000000,84624.73000000,84488.00000000,84573.52000000,84476.16600000,84397.17800000,84182.12250000,77.61764568437735,102.11414784856606,38.60421986317344
20250329 00:45:00,84573.51000000,84573.52000000,84353.49000000,84396.89000000,84480.58000000,84413.26900000,84212.43050000,65.9239059224313,97.88365789444651,50.46010746942805
20250329 01:00:00,84396.89000000,84502.42000000,84375.29000000,84490.82000000,84493.86800000,84430.81500000,84245.47850000,67.82397562691845,100.94667963529355,60.55742190260115
20250329 01:15:00,84490.82000000,84490.83000000,84216.00000000,84243.75000000,84448.54200000,84407.15500000,84263.01600000,56.30707198482033,82.48680573271122,64.94329866862316
20250329 01:30:00,84243.76000000,84417.80000000,84243.75000000,84296.48000000,84400.29200000,84404.96400000,84274.53800000,52.59037910253565,71.29030275225523,66.21269948534957
20250329 01:45:00,84296.48000000,84349.06000000,84223.82000000,84281.90000000,84341.96800000,84409.06700000,84298.91250000,51.6383148761273,60.542611781769665,65.07868194463359
20250329 02:00:00,84281.91000000,84423.53000000,84281.91000000,84392.11000000,84341.01200000,84410.79600000,84319.39150000,52.67931325797501,60.223792795994086,64.10770411490569
20250329 02:15:00,84392.10000000,84402.07000000,84140.00000000,84196.08000000,84282.06400000,84387.96600000,84328.79600000,40.286747169089395,43.64997401458095,60.01615809484074
20250329 02:30:00,84196.08000000,84284.79000000,84041.61000000,84047.76000000,84242.86600000,84345.70400000,84329.69350000,40.66580670083547,18.335557886530296,51.68003805317865
20250329 02:45:00,84047.76000000,84152.22000000,83817.23000000,83851.40000000,84153.85000000,84277.07100000,84319.64900000,37.58471415547266,-17.37067193329858,37.8698960558832
20250329 03:00:00,83851.39000000,83982.94000000,83709.67000000,83839.77000000,84065.42400000,84203.69600000,84300.43700000,31.50139331623103,-46.07543122878997,21.08083059894857
20250329 03:15:00,83839.76000000,84084.80000000,83839.76000000,84054.65000000,83997.93200000,84169.47200000,84291.37050000,38.52846088451178,-50.89841436652932,6.684981605852991
20250329 03:30:00,84054.65000000,84214.07000000,84054.65000000,84209.91000000,84000.69800000,84141.38100000,84286.09800000,42.43158585981861,-41.71165284348535,-2.9943452840146776
20250329 03:45:00,84209.91000000,84254.72000000,84154.34000000,84166.30000000,84024.40600000,84133.63600000,84270.39550000,39.05646924332549,-37.51756158932403,-9.898988545076548
20250329 04:00:00,84166.30000000,84258.45000000,84116.87000000,84132.66000000,84080.65800000,84117.25400000,84261.10900000,36.99435948267737,-36.487574862112524,-15.216705808483745
20250329 04:15:00,84132.65000000,84144.20000000,83993.82000000,84049.85000000,84122.67400000,84094.04900000,84251.55800000,39.16218005571338,-41.870718311023666,-20.54750830899173
20250329 04:30:00,84049.85000000,84101.41000000,83991.30000000,84016.60000000,84115.06400000,84056.49800000,84233.64700000,34.60704501486647,-48.263543311622925,-26.090715309517968
20250329 04:45:00,84016.59000000,84072.97000000,83968.81000000,84072.96000000,84087.67400000,84044.18600000,84216.07600000,43.67289781946721,-48.22620058203756,-30.517812364021886
20250329 05:00:00,84072.97000000,84093.99000000,84004.79000000,84087.76000000,84071.96600000,84048.18600000,84196.94500000,42.04415509171015,-46.466730345680844,-33.70759596035368
20250329 05:15:00,84087.77000000,84087.77000000,83930.70000000,83930.70000000,84031.57400000,84056.11600000,84166.59350000,37.924798173591334,-57.087695484180585,-38.38361586511906
20250329 05:30:00,83930.70000000,83951.40000000,83858.22000000,83927.99000000,84007.20200000,84064.93800000,84134.31700000,32.768504217654566,-64.97457477521675,-43.7018076471386
20250329 05:45:00,83928.00000000,84034.41000000,83926.08000000,84012.64000000,84006.41000000,84060.73700000,84115.10450000,42.57532339274989,-63.660596159650595,-47.693565349641
20250329 06:00:00,84012.65000000,84012.65000000,83786.68000000,83786.68000000,83949.15400000,84018.41400000,84079.89750000,40.057731267802694,-79.9309480003285,-54.1410418797785
20250329 06:15:00,83786.68000000,83823.86000000,83672.74000000,83716.81000000,83874.96400000,83973.46500000,84053.55050000,44.32822864078075,-97.34115587550332,-62.781064678923464
20250329 06:30:00,83716.82000000,83865.93000000,83716.81000000,83862.67000000,83861.35800000,83946.46600000,84031.86000000,50.86695135986412,-98.23677565377147,-69.87220687389306
20250329 06:45:00,83862.67000000,83862.67000000,83722.06000000,83787.28000000,83833.21600000,83920.20900000,84007.12900000,38.6825597047146,-103.83298174040101,-76.66436184719466
20250329 07:00:00,83787.28000000,83827.59000000,83666.66000000,83720.31000000,83774.75000000,83890.58000000,83973.53900000,27.601698171902484,-112.37652802775847,-83.80679508330742
20250329 07:15:00,83720.30000000,83854.43000000,83678.04000000,83836.92000000,83784.79800000,83866.97600000,83955.58100000,35.8749163764854,-108.48732323263539,-88.74290071317301
20250329 07:30:00,83836.92000000,83892.00000000,83718.64000000,83791.99000000,83799.83400000,83837.39900000,83942.79250000,35.530864826754,-107.7880622309458,-92.55193301672757
20250329 07:45:00,83791.99000000,83833.40000000,83662.86000000,83731.82000000,83773.66400000,83817.51100000,83936.81350000,36.227578620982,-110.8117402241478,-96.20389445821162
20250329 08:00:00,83731.83000000,83803.25000000,83666.65000000,83782.00000000,83772.60800000,83802.91200000,83933.92500000,39.98736683966071,-107.91494389147556,-98.5461043448644
20250329 08:15:00,83782.01000000,83846.34000000,83708.69000000,83800.00000000,83788.54600000,83781.64800000,83921.19250000,37.95580500547072,-102.97967674888787,-99.4328188256691
20250329 08:30:00,83800.00000000,83944.36000000,83797.00000000,83871.28000000,83795.41800000,83790.10800000,83904.26100000,40.901449177902514,-92.25330304173985,-97.99691566888325
20250329 08:45:00,83871.27000000,83941.57000000,83850.87000000,83934.95000000,83824.01000000,83811.92200000,83892.69350000,50.193842645381984,-77.71904098581581,-93.94134073226977
